booking_id,fraud_label,fraud_reason
B000438,1,shared infra across multiple fraud users
B000439,0,legit
B000440,0,legit
B000441,1,credit bustout: high value international + high loss
B000442,0,legit
B000443,0,legit
B000444,0,legit
B000445,0,legit
B000446,0,legit
B000447,0,legit
B000448,0,legit
B000449,0,legit
B000450,0,legit
B000451,0,legit
B000452,0,legit
B000453,0,legit
B000454,0,legit
B000455,0,legit
B000456,0,legit
B000457,0,legit
B000458,0,legit
B000459,0,legit
B000460,0,legit
B000461,0,legit
B000462,0,legit
B000463,0,legit
B000464,1,shared infra across multiple fraud users
B000465,0,legit
B000466,0,legit
B000467,1,credit bustout: high value international + high loss
B000468,0,legit
B000469,0,legit
B000470,0,legit
B000471,0,legit
B000472,1,new user with risky infra + abnormal velocity
B000473,0,legit
B000474,0,legit
B000475,0,legit
B000476,1,shared infra across multiple fraud users
B000477,1,shared infra across multiple fraud users
B000478,0,legit
B000479,0,legit
B000480,0,legit
B000481,0,legit
B000482,0,legit
B000483,0,legit
B000484,0,legit
B000485,0,legit
B000486,1,credit bustout: high value international + high loss
B000487,0,legit
B000488,0,legit
B000489,0,legit
B000490,0,legit
B000491,1,burst/automation pattern in activity
B000492,0,legit
B000493,0,legit
B000494,0,legit
B000495,0,legit
B000496,1,shared infra across multiple fraud users
B000497,0,legit
B000498,0,legit
B000499,0,legit
B000500,0,legit
B000501,0,legit
B000502,0,legit
B000503,0,legit
B000504,0,legit
B000505,0,legit
B000506,0,legit
B000507,0,legit
B000508,0,legit
B000509,0,legit
B000510,0,legit
B000511,1,shared infra across multiple fraud users
B000512,0,legit
B000513,0,legit
B000514,1,new device/ip + short lead time
B000515,0,legit
B000516,0,legit
B000517,0,legit
B000518,0,legit
B000519,0,legit
B000520,0,legit
B000521,0,legit
B000522,0,legit
B000523,1,burst/automation pattern in activity
B000524,0,legit
B000525,1,burst/automation pattern in activity
B000526,0,legit
B000527,0,legit
B000528,0,legit
B000529,0,legit
B000530,0,legit
B000531,0,legit
B000532,0,legit
B000533,0,legit
B000534,0,legit
B000535,0,legit
B000536,0,legit
B000537,0,legit
B000538,0,legit
B000539,0,legit
B000540,0,legit
B000541,0,legit
B000542,0,legit
B000543,0,legit
B000544,0,legit
B000545,0,legit
B000546,0,legit
B000547,0,legit
B000548,0,legit
B000549,0,legit
B000550,0,legit
B000551,0,legit
B000552,1,new user with risky infra + abnormal velocity
B000553,0,legit
B000554,0,legit
B000555,0,legit
B000556,0,legit
B000557,0,legit
B000558,0,legit
B000559,0,legit
B000560,1,shared infra across multiple fraud users
B000561,0,legit
B000562,0,legit
B000563,0,legit
B000564,0,legit
B000565,0,legit
B000566,1,shared infra across multiple fraud users
B000567,0,legit
B000568,1,credit bustout: high value international + high loss
B000569,0,legit
B000570,0,legit
B000571,0,legit
B000572,0,legit
B000573,0,legit
B000574,0,legit
B000575,0,legit
B000576,1,new user with risky infra + abnormal velocity
B000577,1,credit bustout: high value international + high loss
B000578,0,legit
B000579,0,legit
B000580,0,legit
B000581,0,legit
B000582,0,legit
B000583,0,legit
B000584,0,legit
B000585,0,legit
B000586,0,legit
B000587,0,legit
B000588,0,legit
B000589,1,shared infra across multiple fraud users
B000590,1,shared infra across multiple fraud users
B000591,0,legit
B000592,0,legit
B000593,1,burst/automation pattern in activity
B000594,0,legit
B000595,0,legit
B000596,0,legit
B000597,0,legit
B000598,0,legit
B000599,1,credit bustout: high value international + high loss
B000600,0,legit
B000601,1,new device/ip + short lead time
B000602,0,legit
B000603,0,legit
B000604,0,legit
B000605,0,legit
B000606,0,legit
B000607,0,legit
B000608,0,legit
B000609,0,legit
B000610,0,legit
B000611,0,legit
B000612,0,legit
B000613,0,legit
B000614,0,legit
B000615,0,legit
B000616,0,legit
B000617,0,legit
B000618,0,legit
B000619,0,legit
B000620,0,legit
B000621,0,legit
B000622,0,legit
B000623,0,legit
B000624,0,legit
B000625,0,legit
B000626,0,legit
B000627,0,legit
B000628,0,legit
B000629,0,legit
B000630,1,user has abnormally high cancellation rate
B000631,1,user has abnormally high cancellation rate
B000632,0,legit
B000633,0,legit
B000634,0,legit
B000635,0,legit
B000636,0,legit
B000637,0,legit
B000638,0,legit
B000639,0,legit
B000640,0,legit
B000641,0,legit
B000642,0,legit
B000643,0,legit
B000644,0,legit
B000645,0,legit
B000646,0,legit
B000647,0,legit
B000648,0,legit
B000649,0,legit
B000650,0,legit
B000651,0,legit
B000652,0,legit
B000653,0,legit
B000654,0,legit
B000655,0,legit
B000656,0,legit
B000657,1,new user with risky infra + abnormal velocity
B000658,0,legit
B000659,0,legit
B000660,0,legit
B000661,0,legit
B000662,0,legit
B000663,0,legit
B000664,0,legit
B000665,0,legit
B000666,0,legit
B000667,0,legit
B000668,0,legit
B000669,0,legit
B000670,0,legit
B000671,0,legit
B000672,0,legit
B000673,1,new user with risky infra + abnormal velocity
B000674,0,legit
B000675,0,legit
B000676,0,legit
B000677,0,legit
B000678,0,legit
B000679,1,credit bustout: high value international + high loss
B000680,0,legit
B000681,0,legit
B000682,0,legit
B000683,0,legit
B000684,0,legit
B000685,0,legit
B000686,0,legit
B000687,0,legit
B000688,0,legit
B000689,0,legit
B000690,0,legit
B000691,0,legit
B000692,0,legit
B000693,0,legit
B000694,0,legit
B000695,0,legit
B000696,0,legit
B000697,0,legit
B000698,1,shared infra across multiple fraud users
B000699,0,legit
B000700,0,legit
B000701,1,new user with risky infra + abnormal velocity
B000702,0,legit
B000703,1,shared infra across multiple fraud users
B000704,0,legit
B000705,0,legit
B000706,0,legit
B000707,0,legit
B000708,1,new device/ip + short lead time
B000709,1,burst/automation pattern in activity
B000710,0,legit
B000711,0,legit
B000712,0,legit
B000713,0,legit
B000714,0,legit
B000715,0,legit
B000716,0,legit
B000717,0,legit
B000718,0,legit
B000719,0,legit
B000720,0,legit
B000721,0,legit
B000722,0,legit
B000723,0,legit
B000724,0,legit
B000725,0,legit
B000726,0,legit
B000727,0,legit
B000728,1,new user with risky infra + abnormal velocity
B000729,0,legit
B000730,0,legit
B000731,0,legit
B000732,0,legit
B000733,0,legit
B000734,0,legit
B000735,0,legit
B000736,0,legit
B000737,0,legit
B000738,0,legit
B000739,0,legit
B000740,0,legit
B000741,0,legit
B000742,0,legit
B000743,0,legit
B000744,1,new user with risky infra + abnormal velocity
B000745,0,legit
B000746,0,legit
B000747,0,legit
B000748,0,legit
B000749,0,legit
B000750,0,legit
B000751,0,legit
B000752,0,legit
B000753,0,legit
B000754,0,legit
B000755,0,legit
B000756,0,legit
B000757,0,legit
B000758,1,new device/ip + short lead time
B000759,0,legit
B000760,1,shared infra across multiple fraud users
B000761,0,legit
B000762,0,legit
B000763,0,legit
B000764,0,legit
B000765,0,legit
B000766,0,legit
B000767,0,legit
B000768,0,legit
B000769,0,legit
B000770,0,legit
B000771,0,legit
B000772,0,legit
B000773,0,legit
B000774,0,legit
B000775,0,legit
B000776,0,legit
B000777,0,legit
B000778,0,legit
B000779,0,legit
B000780,1,burst/automation pattern in activity
B000781,0,legit
B000782,0,legit
B000783,0,legit
B000784,0,legit
B000785,0,legit
B000786,0,legit
B000787,0,legit
B000788,1,shared infra across multiple fraud users
B000789,0,legit
B000790,1,credit bustout: high value international + high loss
B000791,0,legit
B000792,0,legit
B000793,0,legit
B000794,0,legit
B000795,0,legit
B000796,0,legit
B000797,1,new user with risky infra + abnormal velocity
B000798,0,legit
B000799,0,legit
B000800,0,legit
B000801,1,burst/automation pattern in activity
B000802,0,legit
B000803,0,legit
B000804,0,legit
B000805,0,legit
B000806,0,legit
B000807,0,legit
B000808,0,legit
B000809,0,legit
B000810,1,new device/ip + short lead time
B000811,0,legit
B000812,0,legit
B000813,1,shared infra across multiple fraud users
B000814,0,legit
B000815,0,legit
B000816,0,legit
B000817,0,legit
B000818,0,legit
B000819,0,legit
B000820,0,legit
B000821,0,legit
B000822,0,legit
B000823,1,new user with risky infra + abnormal velocity
B000824,0,legit
B000825,0,legit
B000826,0,legit
B000827,0,legit
B000828,0,legit
B000829,0,legit
B000830,0,legit
B000831,0,legit
B000832,0,legit
B000833,0,legit
B000834,0,legit
B000835,0,legit
B000836,0,legit
B000837,0,legit
B000838,0,legit
B000839,0,legit
B000840,0,legit
B000841,0,legit
B000842,0,legit
B000843,0,legit
B000844,0,legit
B000845,0,legit
B000846,0,legit
B000847,0,legit
B000848,0,legit
B000849,0,legit
B000850,0,legit
B000851,0,legit
B000852,0,legit
B000853,0,legit
B000854,1,fraud user suspicious booking pattern
B000855,0,legit
B000856,0,legit
B000857,0,legit
B000858,0,legit
B000859,0,legit
B000860,0,legit
B000861,0,legit
B000862,0,legit
B000863,0,legit
B000864,0,legit
B000865,1,credit bustout: high value international + high loss
B000866,0,legit
B000867,1,new device/ip + short lead time
B000868,0,legit
B000869,0,legit
B000870,0,legit
B000871,0,legit
B000872,0,legit
B000873,0,legit
B000874,0,legit
B000875,0,legit
B000876,0,legit
B000877,0,legit
B000878,0,legit
B000879,0,legit
B000880,0,legit
B000881,0,legit
B000882,0,legit
B000883,0,legit
B000884,0,legit
B000885,0,legit
B000886,0,legit
B000887,0,legit
B000888,0,legit
B000889,0,legit
B000890,0,legit
B000891,0,legit
B000892,0,legit
B000893,0,legit
B000894,0,legit
B000895,0,legit
B000896,0,legit
B000897,0,legit
B000898,1,user has abnormally high cancellation rate
B000899,0,legit
B000900,0,legit
B000901,0,legit
B000902,0,legit
B000903,0,legit
B000904,0,legit
B000905,0,legit
B000906,1,credit bustout: high value international + high loss
B000907,0,legit
B000908,1,new device/ip + short lead time
B000909,0,legit
B000910,0,legit
B000911,0,legit
B000912,0,legit
B000913,0,legit
B000914,0,legit
B000915,0,legit
B000916,0,legit
B000917,0,legit
B000918,0,legit
B000919,0,legit
B000920,1,fraud user suspicious booking pattern
B000921,0,legit
B000922,0,legit
B000923,1,credit bustout: high value international + high loss
B000924,0,legit
B000925,0,legit
B000926,0,legit
B000927,0,legit
B000928,0,legit
B000929,0,legit
B000930,1,burst/automation pattern in activity
B000931,0,legit
B000932,0,legit
B000933,0,legit
B000934,0,legit
B000935,0,legit
B000936,0,legit
B000937,0,legit
B000938,0,legit
B000939,0,legit
B000940,0,legit
B000941,0,legit
B000942,0,legit
B000943,0,legit
B000944,0,legit
B000945,0,legit
B000946,0,legit
B000947,0,legit
B000948,0,legit
B000949,0,legit
B000950,1,credit bustout: high value international + high loss
B000951,0,legit
B000952,0,legit
B000953,0,legit
B000954,0,legit
B000955,0,legit
B000956,0,legit
B000957,0,legit
B000958,0,legit
B000959,0,legit
B000960,0,legit
B000961,0,legit
B000962,0,legit
B000963,0,legit
B000964,1,credit bustout: high value international + high loss
B000965,0,legit
B000966,0,legit
B000967,0,legit
B000968,0,legit
B000969,0,legit
B000970,0,legit
B000971,0,legit
B000972,0,legit
B000973,1,new device/ip + short lead time
B000974,0,legit
B000975,0,legit
B000976,0,legit
B000977,0,legit
B000978,1,credit bustout: high value international + high loss
B000979,1,new user with risky infra + abnormal velocity
B000980,0,legit
B000981,0,legit
B000982,0,legit
B000983,0,legit
B000984,0,legit
B000985,0,legit
B000986,0,legit
B000987,0,legit
B000988,1,burst/automation pattern in activity
B000989,0,legit
B000990,0,legit
B000991,0,legit
B000992,0,legit
B000993,0,legit
B000994,0,legit
B000995,0,legit
B000996,0,legit
B000997,0,legit
B000998,0,legit
B000999,0,legit
B001000,0,legit
B001001,0,legit
B001002,0,legit
B001003,0,legit
B001004,0,legit
B001005,0,legit
B001006,0,legit
B001007,1,user has abnormally high cancellation rate
B001008,1,shared infra across multiple fraud users
B001009,0,legit
B001010,0,legit
B001011,0,legit
B001012,0,legit
B001013,0,legit
B001014,0,legit
B001015,0,legit
B001016,0,legit
B001017,0,legit
B001018,0,legit
B001019,0,legit
B001020,0,legit
B001021,0,legit
B001022,0,legit
B001023,0,legit
B001024,0,legit
B001025,0,legit
B001026,0,legit
B001027,0,legit
B001028,0,legit
B001029,0,legit
B001030,0,legit
B001031,1,new user with risky infra + abnormal velocity
B001032,1,new user with risky infra + abnormal velocity
B001033,0,legit
B001034,0,legit
B001035,0,legit
B001036,0,legit
B001037,0,legit
B001038,0,legit
B001039,0,legit
B001040,0,legit
B001041,0,legit
B001042,0,legit
B001043,0,legit
B001044,0,legit
B001045,0,legit
B001046,0,legit
B001047,0,legit
B001048,0,legit
B001049,0,legit
B001050,0,legit
B001051,0,legit
B001052,0,legit
B001053,0,legit
B001054,0,legit
B001055,0,legit
B001056,0,legit
B001057,0,legit
B001058,0,legit
B001059,0,legit
B001060,0,legit
B001061,0,legit
B001062,0,legit
B001063,1,credit bustout: high value international + high loss
B001064,0,legit
B001065,0,legit
B001066,0,legit
B001067,0,legit
B001068,0,legit
B001069,0,legit
B001070,0,legit
B001071,0,legit
B001072,0,legit
B001073,0,legit
B001074,0,legit
B001075,0,legit
B001076,0,legit
B001077,0,legit
B001078,0,legit
B001079,0,legit
B001080,0,legit
B001081,0,legit
B001082,0,legit
B001083,0,legit
B001084,0,legit
B001085,0,legit
B001086,0,legit
B001087,0,legit
B001088,0,legit
B001089,0,legit
B001090,0,legit
B001091,1,credit bustout: high value international + high loss
B001092,0,legit
B001093,0,legit
B001094,0,legit
B001095,0,legit
B001096,1,shared infra across multiple fraud users
B001097,0,legit
B001098,0,legit
B001099,0,legit
B001100,0,legit
B001101,0,legit
B001102,0,legit
B001103,0,legit
B001104,0,legit
B001105,0,legit
B001106,0,legit
B001107,0,legit
B001108,0,legit
B001109,0,legit
B001110,0,legit
B001111,0,legit
B001112,0,legit
B001113,0,legit
B001114,0,legit
B001115,0,legit
B001116,0,legit
B001117,0,legit
B001118,0,legit
B001119,0,legit
B001120,0,legit
B001121,0,legit
B001122,0,legit
B001123,0,legit
B001124,0,legit
B001125,0,legit
B001126,0,legit
B001127,0,legit
B001128,0,legit
B001129,0,legit
B001130,1,shared infra across multiple fraud users
B001131,0,legit
B001132,0,legit
B001133,0,legit
B001134,0,legit
B001135,0,legit
B001136,0,legit
B001137,0,legit
B001138,0,legit
B001139,0,legit
B001140,0,legit
B001141,0,legit
B001142,0,legit
B001143,0,legit
B001144,0,legit
B001145,1,shared infra across multiple fraud users
B001146,0,legit
B001147,0,legit
B001148,0,legit
B001149,0,legit
B001150,0,legit
B001151,1,credit bustout: high value international + high loss
B001152,0,legit
B001153,0,legit
B001154,0,legit
B001155,0,legit
B001156,0,legit
B001157,0,legit
B001158,0,legit
B001159,0,legit
B001160,1,shared infra across multiple fraud users
B001161,1,credit bustout: high value international + high loss
B001162,0,legit
B001163,0,legit
B001164,0,legit
B001165,0,legit
B001166,0,legit
B001167,1,new user with risky infra + abnormal velocity
B001168,1,shared infra across multiple fraud users
B001169,0,legit
B001170,0,legit
B001171,0,legit
B001172,0,legit
B001173,0,legit
B001174,0,legit
B001175,0,legit
B001176,0,legit
B001177,0,legit
B001178,1,new device/ip + short lead time
B001179,0,legit
B001180,0,legit
B001181,1,new device/ip + short lead time
B001182,0,legit
B001183,0,legit
B001184,0,legit
B001185,0,legit
B001186,0,legit
B001187,0,legit
B001188,0,legit
B001189,0,legit
B001190,0,legit
B001191,0,legit
B001192,0,legit
B001193,0,legit
B001194,0,legit
B001195,0,legit
B001196,0,legit
B001197,0,legit
B001198,0,legit
B001199,0,legit
B001200,0,legit
B001201,0,legit
B001202,0,legit
B001203,0,legit
B001204,0,legit
B001205,0,legit
B001206,0,legit
B001207,0,legit
B001208,0,legit
B001209,0,legit
B001210,0,legit
B001211,0,legit
B001212,1,burst/automation pattern in activity
B001213,0,legit
B001214,1,shared infra across multiple fraud users
B001215,0,legit
B001216,1,burst/automation pattern in activity
B001217,0,legit
B001218,0,legit
B001219,0,legit
B001220,0,legit
B001221,0,legit
B001222,0,legit
B001223,0,legit
B001224,0,legit
B001225,0,legit
B001226,0,legit
B001227,0,legit
B001228,1,credit bustout: high value international + high loss
B001229,0,legit
B001230,0,legit
B001231,0,legit
B001232,0,legit
B001233,0,legit
B001234,0,legit
B001235,1,new user with risky infra + abnormal velocity
B001236,0,legit
B001237,0,legit
B001238,0,legit
B001239,0,legit
B001240,0,legit
B001241,0,legit
B001242,0,legit
B001243,0,legit
B001244,0,legit
B001245,0,legit
B001246,0,legit
B001247,0,legit
B001248,0,legit
B001249,0,legit
B001250,0,legit
B001251,0,legit
B001252,0,legit
B001253,0,legit
B001254,0,legit
B001255,0,legit
B001256,0,legit
B001257,0,legit
B001258,0,legit
B001259,0,legit
B001260,0,legit
B001261,1,new device/ip + short lead time
B001262,0,legit
B001263,0,legit
B001264,0,legit
B001265,0,legit
B001266,0,legit
B001267,0,legit
B001268,0,legit
B001269,0,legit
B001270,0,legit
B001271,1,new user with risky infra + abnormal velocity
B001272,0,legit
B001273,0,legit
B001274,0,legit
B001275,0,legit
B001276,0,legit
B001277,0,legit
B001278,0,legit
B001279,0,legit
B001280,0,legit
B001281,1,credit bustout: high value international + high loss
B001282,0,legit
B001283,1,new device/ip + short lead time
B001284,0,legit
B001285,0,legit
B001286,0,legit
B001287,0,legit
B001288,0,legit
B001289,0,legit
B001290,0,legit
B001291,0,legit
B001292,0,legit
B001293,0,legit
B001294,0,legit
B001295,0,legit
B001296,1,new device/ip + short lead time
B001297,0,legit
B001298,0,legit
B001299,0,legit
B001300,1,new device/ip + short lead time
B001301,1,new device/ip + short lead time
B001302,0,legit
B001303,0,legit
B001304,0,legit
B001305,1,new device/ip + short lead time
B001306,0,legit
B001307,0,legit
B001308,0,legit
B001309,0,legit
B001310,0,legit
B001311,0,legit
B001312,0,legit
B001313,0,legit
B001314,1,burst/automation pattern in activity
B001315,0,legit
B001316,0,legit
B001317,0,legit
B001318,1,credit bustout: high value international + high loss
B001319,0,legit
B001320,0,legit
B001321,0,legit
B001322,0,legit
B001323,0,legit
B001324,0,legit
B001325,0,legit
B001326,1,burst/automation pattern in activity
B001327,0,legit
B001328,0,legit
B001329,0,legit
B001330,0,legit
B001331,0,legit
B001332,0,legit
B001333,0,legit
B001334,0,legit
B001335,0,legit
B001336,0,legit
B001337,1,credit bustout: high value international + high loss
B001338,0,legit
B001339,0,legit
B001340,0,legit
B001341,0,legit
B001342,0,legit
B001343,0,legit
B001344,0,legit
B001345,0,legit
B001346,0,legit
B001347,0,legit
B001348,0,legit
B001349,0,legit
B001350,0,legit
B001351,1,fraud user suspicious booking pattern
B001352,0,legit
B001353,0,legit
B001354,0,legit
B001355,0,legit
B001356,0,legit
B001357,0,legit
B001358,1,burst/automation pattern in activity
B001359,0,legit
B001360,0,legit
B001361,0,legit
B001362,0,legit
B001363,0,legit
B001364,0,legit
B001365,0,legit
B001366,0,legit
B001367,0,legit
B001368,0,legit
B001369,0,legit
B001370,1,burst/automation pattern in activity
B001371,0,legit
B001372,0,legit
B001373,0,legit
B001374,0,legit
B001375,0,legit
B001376,0,legit
B001377,0,legit
B001378,0,legit
B001379,0,legit
B001380,0,legit
