booking_id,lead_time_days,is_cancelled,cancel_delay_days,is_disputed,dispute_delay_days,chargeback_amount,final_loss_amount
B000079,0.7528089886794597,0.0,0.0,0.0,0.0,0.0,0.0
B000080,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000081,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000082,0.6516853931852039,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000083,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000084,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000085,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000086,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000087,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000088,0.21348314604342888,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000089,0.02247191010983462,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000090,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000091,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000092,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000093,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000094,0.9775280897778059,0.0,0.0,0.0,0.0,0.0,0.0
B000095,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000096,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000097,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000098,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000099,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000100,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000101,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000102,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000103,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000104,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000105,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000106,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000107,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000108,0.617977528020452,0.0,0.0,0.0,0.0,0.0,0.0
B000109,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000110,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000111,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000112,0.10112359549425579,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000113,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000114,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000115,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000116,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000117,0.01123595505491731,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000118,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
B000119,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000120,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000121,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000122,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000123,0.5842696628557,0.0,0.0,0.0,0.0,0.0,0.0
B000124,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000125,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
B000126,0.33707865164751927,0.0,0.0,0.0,0.0,0.0,0.0
B000127,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000128,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000129,0.9662921347228886,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000130,0.7865168538442117,0.0,0.0,0.0,0.0,0.0,0.0
B000131,0.9662921347228886,0.0,0.0,0.0,0.0,0.0,0.0
B000132,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000133,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000134,0.8539325841737155,0.0,0.0,0.0,0.0,0.0,0.0
B000135,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000136,0.26966292131801545,0.0,0.0,0.0,0.0,0.0,0.0
B000137,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000138,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000139,0.7078651684597905,0.0,0.0,0.0,0.0,0.0,0.0
B000140,0.1235955056040904,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000141,0.5842696628557,0.0,0.0,0.0,0.0,0.0,0.0
B000142,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000143,0.7977528088991289,0.0,0.0,0.0,0.0,0.0,0.0
B000144,0.910112359448302,0.0,0.0,0.0,0.0,0.0,0.0
B000145,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000146,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000147,0.15730337076884232,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000148,0.4943820224163616,0.0,0.0,0.0,0.0,0.0,0.0
B000149,0.6966292134048732,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000150,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000151,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000152,0.6516853931852039,0.0,0.0,0.0,0.0,0.0,0.0
B000153,0.47191011230652696,0.0,0.0,0.0,0.0,0.0,0.0
B000154,0.1235955056040904,0.0,0.0,0.0,0.0,0.0,0.0
B000155,0.07865168538442116,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000156,0.6966292134048732,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000157,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000158,0.7191011235147078,0.0,0.0,0.0,0.0,0.0,0.0
B000159,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000160,0.30337078648276733,0.0,0.0,0.0,0.0,0.0,0.0
B000161,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000162,0.8314606740638809,0.0,0.0,0.0,0.0,0.0,0.0
B000163,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000164,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000165,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000166,0.8314606740638809,0.0,0.0,0.0,0.0,0.0,0.0
B000167,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000168,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000169,0.1235955056040904,0.0,0.0,0.0,0.0,0.0,0.0
B000170,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000172,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000173,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000174,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000175,0.9999999998876405,0.0,0.0,0.0,0.0,0.0,0.0
B000176,0.4831460673614443,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000177,0.05617977527458655,0.0,0.0,0.9999999900000002,0.7209302323904814,0.008460759676652354,0.005767197499903061
B000178,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000179,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000180,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000181,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000182,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000183,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000184,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000185,0.146067415713925,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000186,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000187,0.15730337076884232,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000188,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000189,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000190,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000191,0.13483146065900772,0.0,0.0,0.9999999900000002,0.9534883718712818,0.010092644860345498,0.007833844829517482
B000192,0.10112359549425579,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000193,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000194,0.4494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000195,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000196,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000197,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000198,0.21348314604342888,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000199,0.01123595505491731,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000200,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000201,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000202,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000203,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000204,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000205,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000206,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000207,0.6516853931852039,0.0,0.0,0.0,0.0,0.0,0.0
B000208,0.9662921347228886,0.0,0.0,0.0,0.0,0.0,0.0
B000209,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000210,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000211,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000212,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000213,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000214,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000215,0.4382022471417751,0.0,0.0,0.0,0.0,0.0,0.0
B000216,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000217,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000218,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000219,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000220,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000221,0.26966292131801545,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000222,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000223,0.25842696626309813,0.0,0.0,0.0,0.0,0.0,0.0
B000224,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000225,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000226,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000227,0.7528089886794597,0.0,0.0,0.0,0.0,0.0,0.0
B000228,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000229,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000230,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000231,0.5056179774712789,0.0,0.0,0.0,0.0,0.0,0.0
B000232,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000233,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000234,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000235,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000236,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000237,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000238,0.5955056179106174,0.0,0.0,0.0,0.0,0.0,0.0
B000239,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000240,0.9213483145032193,0.0,0.0,0.0,0.0,0.0,0.0
B000241,0.6516853931852039,0.0,0.0,0.0,0.0,0.0,0.0
B000242,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000243,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000244,0.42696629208685777,0.0,0.0,0.0,0.0,0.0,0.0
B000245,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000246,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000247,0.39325842692210583,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000248,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000249,0.6853932583499559,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000250,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000251,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000252,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000253,0.9999999998876405,0.0,0.0,0.0,0.0,0.0,0.0
B000254,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000255,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000256,0.5393258426360309,0.0,0.0,0.0,0.0,0.0,0.0
B000257,0.3707865168122712,0.0,0.0,0.0,0.0,0.0,0.0
B000258,0.8764044942835502,0.0,0.0,0.0,0.0,0.0,0.0
B000259,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000260,0.6404494381302867,0.0,0.0,0.0,0.0,0.0,0.0
B000261,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000262,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000263,0.9325842695581367,0.0,0.0,0.0,0.0,0.0,0.0
B000264,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000265,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000266,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000267,0.3483146067024366,0.0,0.0,0.0,0.0,0.0,0.0
B000268,0.16853932582375963,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000269,0.19101123593359426,0.9999999900000002,0.4999999975,0.0,0.0,0.0,0.0
B000270,0.05617977527458655,0.0,0.0,0.0,0.0,0.0,0.0
B000271,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000272,0.03370786516475193,0.0,0.0,0.9999999900000002,0.39534883711736074,0.03875141950085551,0.02887458362960997
B000273,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000274,0.9775280897778059,0.0,0.0,0.0,0.0,0.0,0.0
B000275,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000276,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000277,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000278,0.15730337076884232,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000279,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000280,0.1235955056040904,0.0,0.0,0.0,0.0,0.0,0.0
B000281,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000283,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000284,0.29213483142785,0.0,0.0,0.0,0.0,0.0,0.0
B000285,0.23595505615326348,0.0,0.0,0.0,0.0,0.0,0.0
B000286,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000287,0.13483146065900772,0.0,0.0,0.0,0.0,0.0,0.0
B000288,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000289,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000290,0.21348314604342888,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000291,0.2808988763729327,0.0,0.0,0.0,0.0,0.0,0.0
B000292,0.9999999998876405,0.0,0.0,0.0,0.0,0.0,0.0
B000293,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000294,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000295,0.23595505615326348,0.0,0.0,0.0,0.0,0.0,0.0
B000296,0.1235955056040904,0.0,0.0,0.0,0.0,0.0,0.0
B000297,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000298,0.8764044942835502,0.0,0.0,0.0,0.0,0.0,0.0
B000299,0.8876404493384674,0.0,0.0,0.0,0.0,0.0,0.0
B000300,0.5393258426360309,0.0,0.0,0.0,0.0,0.0,0.0
B000301,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000302,0.2808988763729327,0.0,0.0,0.0,0.0,0.0,0.0
B000303,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000304,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
B000305,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000306,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000307,0.07865168538442116,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000308,0.42696629208685777,0.0,0.0,0.0,0.0,0.0,0.0
B000309,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000310,0.02247191010983462,0.0,0.0,0.9999999900000002,0.20930232553272038,0.0062557295407326095,0.0022438386541399355
B000311,0.31460674153768464,0.0,0.0,0.0,0.0,0.0,0.0
B000312,0.20224719098851157,0.0,0.0,0.0,0.0,0.0,0.0
B000313,0.15730337076884232,0.9999999900000002,0.0,0.0,0.0,0.0,0.0
B000314,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000315,0.17977528087867695,0.0,0.0,0.0,0.0,0.0,0.0
B000316,0.39325842692210583,0.0,0.0,0.0,0.0,0.0,0.0
B000317,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000318,0.6404494381302867,0.0,0.0,0.0,0.0,0.0,0.0
B000319,0.1235955056040904,0.0,0.0,0.0,0.0,0.0,0.0
B000320,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000321,0.2808988763729327,0.0,0.0,0.0,0.0,0.0,0.0
B000322,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000323,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000324,0.06741573032950386,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000325,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000326,0.8651685392286328,0.0,0.0,0.0,0.0,0.0,0.0
B000327,0.07865168538442116,0.0,0.0,0.0,0.0,0.0,0.0
B000328,0.30337078648276733,0.0,0.0,0.0,0.0,0.0,0.0
B000329,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000330,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000331,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000332,0.02247191010983462,0.0,0.0,0.0,0.0,0.0,0.0
B000333,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000334,0.9438202246130539,0.0,0.0,0.0,0.0,0.0,0.0
B000335,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000336,0.146067415713925,0.0,0.0,0.0,0.0,0.0,0.0
B000337,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
B000338,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000339,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000340,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000341,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000342,0.08988764043933847,0.0,0.0,0.0,0.0,0.0,0.0
B000343,0.9438202246130539,0.0,0.0,0.0,0.0,0.0,0.0
B000344,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000345,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000346,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
B000347,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000348,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000349,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000350,0.8988764043933848,0.0,0.0,0.0,0.0,0.0,0.0
B000351,0.03370786516475193,0.0,0.0,0.0,0.0,0.0,0.0
B000352,0.19101123593359426,0.0,0.0,0.0,0.0,0.0,0.0
B000353,0.10112359549425579,0.0,0.0,0.0,0.0,0.0,0.0
B000354,0.9775280897778059,0.0,0.0,0.0,0.0,0.0,0.0
B000355,0.617977528020452,0.0,0.0,0.0,0.0,0.0,0.0
B000356,0.15730337076884232,0.0,0.0,0.0,0.0,0.0,0.0
B000357,0.4943820224163616,0.0,0.0,0.0,0.0,0.0,0.0
B000358,0.25842696626309813,0.0,0.0,0.0,0.0,0.0,0.0
B000359,0.01123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000360,0.04494382021966924,0.0,0.0,0.0,0.0,0.0,0.0
B000361,0.1123595505491731,0.0,0.0,0.0,0.0,0.0,0.0
B000362,0.16853932582375963,0.0,0.0,0.0,0.0,0.0,0.0
B000363,0.4831460673614443,0.0,0.0,0.0,0.0,0.0,0.0
B000364,0.06741573032950386,0.0,0.0,0.0,0.0,0.0,0.0
B000365,0.03370786516475193,0.9999999900000002,0.999999995,0.0,0.0,0.0,0.0
B000366,0.41573033703194046,0.0,0.0,0.0,0.0,0.0,0.0
B000367,0.21348314604342888,0.0,0.0,0.0,0.0,0.0,0.0
