session_id,booking_id,device_fingerprint,ip_address,asn,is_vpn_or_proxy,os,browser,time_to_book_seconds,device_switch_flag
eff1e13f-6f1e-4a6f-815d-531a6eca90bf,B000116,c802ce308ab84b82,5.38.248.97,25430,0,macOS,Firefox,464,0
80f393b9-cc2b-4ea2-ae5d-265eec2b9c6a,B000117,d0057c74a7ffee4b,146.243.2.125,12671,1,Android,Chrome,49,1
37c49374-9a34-4101-a392-7626db155e55,B000118,9f373cc5efccb1a7,65.243.133.70,62956,0,Windows,Chrome,481,0
165f2360-736d-411b-ad02-ba6e5a5d533a,B000119,27b64a8f16ce9464,236.158.108.54,82206,0,iOS,Chrome,717,0
c0fbb8a6-4efa-4108-8984-a5bdf05f0410,B000120,d3d044f651b19b5a,127.72.111.139,47949,0,Android,Edge,143,0
62c7e81c-5317-4e34-8ebe-afd3c0c51ce3,B000121,b66b632ce29b244e,243.183.136.111,21445,0,Android,Chrome,456,0
8a5f386e-438d-4404-ad49-65977669a61d,B000122,90b6abe4fdce1af6,250.105.88.176,54140,0,Android,Chrome,415,0
6b7fafeb-2736-494f-9999-35b65107de17,B000123,6cb39bcdbd22260a,9.81.98.139,5051,0,macOS,Safari,283,0
9e869191-3c17-40d2-9b57-de6fbd1ecbca,B000124,a5b8c84d8b84a58c,115.207.194.183,37721,0,Windows,Edge,37,1
c7ce6c74-1b96-41c9-8363-1aca7577751b,B000125,56225b2be020b0ef,61.170.195.66,52242,0,Android,Safari,636,0
92ecd77a-28b6-4f3f-a864-28388b24e4a7,B000126,3531e3ccde937cfa,130.73.45.15,2839,0,Windows,Chrome,305,0
1b7ba0d8-6a75-4dd2-8bfe-6e6da734ef12,B000127,16e90a433398202c,70.123.144.195,3170,0,iOS,Chrome,498,0
4aa1c8c2-0a8c-42b2-ad7a-04bb13420cce,B000128,39ccdd062fb0a30f,50.79.20.108,10337,1,Android,Edge,141,0
96c647f4-225c-4e43-9633-2c32ea2ea420,B000129,6c6890526e56c4a0,165.141.212.93,37579,0,Windows,Chrome,869,0
6e524521-a547-493c-8ef4-f5894de9c662,B000130,cc859875533927b3,66.116.171.82,4778,0,macOS,Chrome,108,0
6ce9f769-d6db-4348-b7d7-11bffddaf97c,B000131,2d8ac781f184e44d,253.245.120.202,20870,0,Windows,Edge,257,0
143c0cbc-e79e-4b1d-a134-7f1a750d5948,B000132,476b113a027a008f,197.208.239.148,28719,0,macOS,Chrome,669,0
d4d66f90-753a-4a04-8bce-4352d596f033,B000133,12dd627697ba3e88,75.165.204.16,9827,0,iOS,Chrome,273,0
5b04857d-67b7-4d50-b489-51085d32f64b,B000134,8ff32aa0f11c4d34,103.249.130.214,29324,0,macOS,Chrome,116,0
f7e1efae-9c2a-453b-8a68-815cacd27019,B000135,ecb080a8328301bd,27.92.213.78,54335,0,macOS,Firefox,39,1
4b8bf2a1-2eb5-48b7-97f6-4038f5116991,B000136,ba0ed7ce3f1d8050,16.162.47.84,97395,0,Windows,Safari,155,0
a6e95068-25c6-4634-8ed8-e2ad0e43734d,B000137,8a882af10dec24fe,43.200.97.169,53879,0,Android,Chrome,134,0
8db65c17-79f3-4872-b4f1-88789c9babb6,B000138,598e1c07ad5b398f,183.96.173.101,40757,0,Windows,Chrome,999,0
be9757c9-538e-42b8-a7ff-b088a5cf6105,B000139,84d9fb960c3190e2,235.197.128.12,4604,0,macOS,Chrome,450,0
8b52e8e3-dec1-401f-ab3e-bcc432d4a2da,B000140,48f36339f5cdd886,93.95.2.214,82920,0,Windows,Chrome,52,0
a9eb13c6-78c2-4c4d-a9fb-902912140587,B000141,fc977807a5646e58,192.1.193.223,81324,0,Windows,Firefox,56,1
dc3b3d35-635a-4ac3-8396-494d703c8692,B000142,8b482aa317ffe7e1,217.162.50.129,54189,0,macOS,Chrome,521,0
99a71058-176f-4851-9a24-0bf6043bc2f4,B000143,c5bb29242e96e58a,46.146.151.82,93441,0,Windows,Chrome,330,0
bfcbb53c-6ed7-45c2-84a3-2ce018994aab,B000144,4f4bb087b44b52d0,190.58.186.204,65251,0,Android,Safari,418,0
14133ee2-aab7-4591-85fc-f3bb49fba14a,B000145,e98db1ccc1842bff,46.146.151.82,8756,0,Windows,Chrome,268,0
3e77b65e-dffc-401e-99b5-9140bb98ee0e,B000146,43dc3d2c6389d0ce,64.229.114.157,71891,0,Android,Chrome,766,0
d2dafa20-2c54-4e5b-8223-350ceabc9016,B000147,57999bb8a9540991,9.1.148.184,50209,0,iOS,Chrome,581,0
9456aba4-6212-435c-b0a4-f75a2d11030d,B000148,ec3cf8201b986be4,34.156.236.65,40995,0,Windows,Edge,91,0
18a77f81-ccda-4c2e-b906-d2f89cdea303,B000149,92a097e431349042,89.42.228.57,29706,0,iOS,Chrome,33,0
32cfbb3f-01f2-4cd7-ab11-94a33cb73fe5,B000150,6c6541813c0f9b88,178.228.110.239,5321,0,Windows,Edge,114,0
39438a80-60d8-4735-96ea-812930f7ad6d,B000151,c9f5f59066a4dd95,185.211.18.119,80037,0,Android,Edge,280,0
8f2752af-d453-4f24-9392-91e225d19724,B000152,5f70de279f5539ac,118.226.59.201,44857,0,Android,Chrome,212,0
cab5aaa9-ade9-4a61-842c-d3e70e958379,B000153,06e2c586c59c4785,50.81.167.85,42107,0,Windows,Edge,509,0
b9f0f867-fa5f-4916-bd31-9b3913c452f1,B000154,2e6d7e75b9579d20,184.178.97.248,29331,0,iOS,Safari,607,0
8bd88041-b3a8-44fc-b8d0-daa3204c5c64,B000155,27b64a8f16ce9464,202.72.166.91,73409,0,iOS,Chrome,502,0
a8014c34-a103-4da4-8ca7-1ead7c1efe9e,B000156,7cf4a942b8a358c6,190.79.58.58,3286,0,Windows,Chrome,122,0
5678fbef-547c-403d-bf1c-a0b7d8394a9e,B000157,3b6d6b658837a7e0,87.177.107.47,58599,0,iOS,Chrome,259,0
fcc82ea0-7dd9-486a-abd9-c063ecbba3d6,B000158,a052bdc66a808a98,129.67.197.152,70938,0,Windows,Chrome,327,0
7e112b75-72dd-4dfa-acbe-bc7aef23b46f,B000159,27b64a8f16ce9464,236.158.108.54,47866,0,iOS,Chrome,159,0
c1887035-6431-4e1d-aa73-b7af9a4291c8,B000160,177076e22fc63f09,84.16.144.200,54359,0,macOS,Chrome,349,0
96aaedf5-67e7-4ee0-a711-d74e62e6e564,B000161,be6d1cb06deaa594,27.91.173.53,10444,1,Windows,Chrome,168,0
83af5412-7624-4f89-9b9e-6e3c562f08f6,B000162,a205f7fc2e98bf89,12.61.59.72,85045,0,Android,Chrome,173,0
8ccfdc88-cf5d-403a-8736-8ea55e260f0e,B000163,82a1fa47c25aefc7,218.236.17.233,14140,1,iOS,Chrome,168,0
766df1e2-e718-412e-aee6-b25e82aa5de4,B000164,838eb0c24667081f,61.170.195.66,50012,0,macOS,Chrome,222,0
b514f351-c8b1-4f8e-ac1f-e7c787596d5c,B000165,ad9c8a71d8067391,221.6.4.81,49815,0,macOS,Firefox,40,1
705774a7-52c3-4fa0-b195-bd148d26dcc1,B000166,9f32e2436dd0db4a,28.101.130.202,17987,0,macOS,Firefox,54,1
2b29d573-3b8e-4cf6-9f7a-328900ce6562,B000167,7c1cea9fb7d11f34,239.213.209.32,92810,0,macOS,Edge,261,0
4235b011-f23c-4599-9c97-0b06f4cbb64b,B000168,663a911782b980ee,177.37.18.2,97617,0,iOS,Chrome,168,0
659e40d1-d549-4dcb-8e2d-a6329b63599d,B000169,325ef7a80def0a75,93.46.238.182,29173,0,Windows,Chrome,762,0
1974f844-e6c0-45d8-a221-c394c6781fb2,B000170,552fa536fd1ef5a4,212.63.151.21,50418,0,Windows,Edge,563,0
9788e4c7-d64f-4331-9ac6-2c38ecffea09,B000171,03ed3159d5a24b63,80.43.146.167,31963,1,Windows,Chrome,48,0
6892814f-21bb-44c9-8bf4-00e3359481c5,B000172,6c6541813c0f9b88,156.218.50.140,21387,0,Windows,Edge,802,0
3d391480-838a-47b9-b55e-fca22976c161,B000173,3b6d6b658837a7e0,236.38.92.99,19168,0,iOS,Chrome,383,0
b8cecbe1-057c-44ab-a1c9-3f92052854f6,B000174,ba0ed7ce3f1d8050,16.162.47.84,19864,0,Windows,Safari,227,0
8b8816a9-e980-4932-b2ba-c375b5113da4,B000175,ad9c8a71d8067391,102.120.213.235,4329,0,macOS,Firefox,313,0
8bfaa116-5c52-4a8e-9818-0bdb7397b1c4,B000176,92a097e431349042,89.42.228.57,71748,0,iOS,Chrome,44,0
53ef6fb2-0649-40bd-be50-dd0c9e2f8204,B000177,ec3cf8201b986be4,34.156.236.65,64321,0,Windows,Edge,201,0
60104716-574c-4382-9867-ea963b8fd587,B000178,45aa3fe4e1fcd167,138.186.133.157,32570,1,Windows,Chrome,53,0
f56c0d61-d324-46f1-bfcb-94e405873024,B000179,ef6bd9846b50952c,18.8.253.25,70180,0,Android,Edge,1062,0
c1f01940-96c6-42d6-b773-d4be3215ab93,B000180,e40c88093dd48bb1,35.36.81.165,61663,0,macOS,Safari,168,0
2fd8064c-5114-41a3-af9f-b154fcfae131,B000181,a2b1228a0cb72fb4,154.151.242.161,50559,0,Windows,Safari,277,0
5f14dc68-7527-4961-a148-319765862863,B000182,66b99946a878ebfc,165.49.68.254,9455,0,macOS,Chrome,281,0
6412fd11-a6f7-457d-a9c7-ae0abb719d83,B000183,4bf723340233382d,122.87.99.28,19779,0,Android,Chrome,408,0
3dc4dedc-c0c3-4ba4-bb0d-5228323936c9,B000184,86b4b6af61c1ef6b,149.151.198.116,46126,0,Windows,Chrome,219,0
4a86fdc2-2288-4a5c-a947-5353ac387f44,B000185,9645177d3a628e8b,235.37.12.146,4984,0,Android,Edge,377,0
bdff6b1d-f654-4fbf-973d-0ff23f590095,B000186,ba0ed7ce3f1d8050,189.162.143.198,72601,0,Windows,Safari,1100,0
ed86ebdf-c23e-46ea-a8c7-8e0e594ae86e,B000187,ccb2742aa89ad40e,158.116.51.249,67534,0,Windows,Chrome,60,0
e442485f-a495-41f1-a8d4-0af0e50a1e41,B000188,45a89eddd17e11f7,78.9.98.11,90792,0,Windows,Edge,150,0
3b87f144-7a74-404d-918c-d4d358d0b59e,B000189,9edd7104b7b241ff,120.138.228.83,92564,0,Windows,Chrome,440,0
817efef0-786e-41dc-81dc-8ec2c61c174e,B000190,c78e898eedc2dd13,55.96.190.112,85030,0,macOS,Chrome,420,0
eb12dcf5-7c91-4f07-9159-fcfced803eb4,B000191,b9b50713b1d724c9,7.104.153.95,70284,0,Windows,Chrome,42,1
e6666459-f67f-4974-96ab-5fbcdb1118e4,B000192,48f36339f5cdd886,82.106.156.53,28847,0,Windows,Chrome,51,0
22d7cd29-6528-4fa9-876a-95a929c46f96,B000193,71261de8818805bc,91.59.141.245,64931,0,Windows,Chrome,500,0
664068f3-2a1b-4e11-835f-608a13e0503b,B000194,56225b2be020b0ef,75.93.227.60,4049,0,Android,Safari,216,0
0a385afa-9c46-477e-b0fb-a9835bdbf62a,B000195,df91f823487d0e94,63.7.70.10,68344,0,Android,Chrome,359,0
a8752bb6-00d1-49e4-9de9-7ae845349094,B000196,317060c97c857c42,171.23.138.6,57153,0,Windows,Chrome,117,0
81d52596-3ce6-477c-abe1-ad0be6e7d329,B000197,79a4581a3cf25974,20.95.216.43,27128,0,Windows,Chrome,144,0
3fd226b9-2ac4-49b7-a980-af191bb1aa9d,B000198,eb6ddf0d55bec73b,237.184.44.220,31882,1,Windows,Chrome,130,0
d60ae980-01b2-4dbc-ae47-61265df5a917,B000199,92a097e431349042,89.42.228.57,67535,0,iOS,Chrome,41,0
f72d4fb3-be21-4a06-bca8-150e7db78a57,B000200,6cb39bcdbd22260a,9.81.98.139,34933,1,macOS,Safari,946,0
46ddefeb-9d15-4a1a-8630-9b3844cfd20d,B000201,af736512cfd9fa1f,173.163.35.99,74332,0,Android,Chrome,350,0
adcdfc63-762a-4fd4-b2c0-000f32388963,B000202,27b64a8f16ce9464,170.160.174.132,51397,0,iOS,Chrome,464,0
7d929813-c203-4b87-9071-0f3428c6189b,B000203,5719b210261e8694,90.87.141.164,52610,0,Android,Chrome,308,0
