booking_id,booking_ts,agency_id,user_id,product_type,route_type,origin_country,dest_country,lead_time_days,booking_value,passengers_count,payment_method,booking_status,fraud_label,fraud_reason,session_id,device_fingerprint,ip_address,asn,is_vpn_or_proxy,os,browser,time_to_book_seconds,device_switch_flag,event_id,is_cancelled,cancel_delay_days,is_disputed,dispute_delay_days,chargeback_amount,final_loss_amount,total_passengers,suspicious_pax_domains,role,user_age_days,avg_logins_per_day,failed_login_ratio,account_status,email_domain_match_flag,user_fraud_label,user_fraud_type,country,agency_age_days,kyc_status,credit_limit,status,agency_email_domain
B000055,2025-07-24 23:47:00,A0008,U00098,flight,international,IN,TH,39,536.58,2,card,confirmed,0,legit,8f64d193-2e05-4072-9a26-963518c40f88,5fd0edbf21d0b373,219.23.4.72,43629,0,Windows,Chrome,428,0,E000055,0,0,0,0,0.0,0.0,2,0,admin,1852,0.0,0.0022,active,1,0,legit,US,2587,verified,5000,active,airdesk.uk
B000056,2025-04-05 16:23:00,A0148,U00059,hotel,domestic,IN,IN,15,146.79,1,credit_line,confirmed,1,new device/ip + short lead time,16fedd82-50e9-4132-9aad-732c20c5ec21,f59435e0cb5d3263,7.104.153.95,16456,0,Windows,Chrome,168,1,E000056,0,0,0,0,0.0,0.0,1,1,admin,308,18.01,0.5273,active,1,1,account_takeover,AE,2944,verified,25000,active,globalwings.co
B000057,2025-08-24 13:53:00,A0190,U00177,flight,domestic,UK,UK,6,62.22,1,credit_line,confirmed,0,legit,1996a98d-5791-4eca-a4a0-53f9ba357d10,5f70de279f5539ac,118.226.59.201,96918,0,Android,Chrome,1631,0,E000057,0,0,0,0,0.0,0.0,1,0,agent,869,0.0,0.0087,active,1,0,legit,IN,1026,verified,10000,active,flyweb.com
B000058,2025-12-07 08:12:00,A0178,U00764,flight,international,US,UK,34,644.44,2,credit_line,confirmed,0,legit,7037adb1-3732-420f-9dad-e53f8387522e,ed155d9b668f4c98,19.157.208.33,24234,0,Android,Chrome,129,0,E000058,0,0,0,0,0.0,0.0,2,0,agent,1804,10.27,0.0047,active,1,0,legit,IN,589,verified,100000,active,swiftfly.in
B000059,2025-05-13 01:51:00,A0148,U00529,hotel,domestic,UK,UK,16,78.69,10,credit_line,confirmed,0,legit,24254215-4cdd-45f5-a227-cdf9c770f3c7,924494317b369920,86.66.63.45,20936,0,Windows,Chrome,468,0,E000059,0,0,0,0,0.0,0.0,10,1,finance,1925,0.0,0.007,active,1,0,legit,AE,2944,verified,25000,active,globalwings.co
B000060,2025-07-19 00:48:00,A0172,U00766,hotel,domestic,UK,UK,14,714.8,5,credit_line,confirmed,0,legit,314fce2b-3387-477a-8eec-5ec13c6e1925,86b4b6af61c1ef6b,203.162.37.16,46222,0,Windows,Chrome,123,0,E000060,0,0,0,0,0.0,0.0,5,0,agent,914,2.98,0.0157,active,1,0,legit,IN,1111,verified,100000,active,routemaster.co
B000061,2025-06-23 01:40:00,A0062,U00095,hotel,international,UK,UK,21,1621.7,2,credit_line,confirmed,0,legit,a0646aba-be37-43e7-b193-babbd9b67b02,838eb0c24667081f,153.234.9.149,79175,0,macOS,Chrome,551,0,E000061,0,0,0,0,0.0,0.0,2,1,agent,339,3.28,0.0324,active,1,0,legit,IN,2595,verified,5000,active,flynext.sg
B000062,2025-10-30 19:36:00,A0080,U00774,hotel,international,IN,AE,48,1390.48,4,card,confirmed,0,legit,8d49311e-cad1-4504-8de8-af848b794435,a052bdc66a808a98,129.67.197.152,57053,0,Windows,Chrome,243,0,E000062,0,0,0,0,0.0,0.0,4,1,agent,1968,11.88,0.0186,active,1,0,legit,IN,2095,verified,100000,active,wingcraft.uk
B000063,2025-03-05 17:48:00,A0059,U00229,hotel,international,UK,US,70,740.88,1,credit_line,confirmed,0,legit,51218217-74dc-4499-80b5-0b489ea9027b,ef6bd9846b50952c,208.224.131.156,58731,0,Android,Edge,203,0,E000063,0,0,0,0,0.0,0.0,1,1,agent,1521,1.49,0.0105,active,1,0,legit,IN,2235,verified,5000,active,jetstream.ae
B000064,2025-11-22 03:59:00,A0072,U00567,hotel,international,UK,DE,43,1629.44,3,credit_line,confirmed,1,shared infra across multiple fraud users,0941944e-54bc-415a-a55c-f18ed212064b,dc2d2a1af3735572,27.127.201.197,31971,1,Windows,Safari,46,1,E000064,0,0,0,0,0.0,0.0,3,0,agent,1922,24.68,0.1057,locked,1,1,ring_operator,IN,1022,verified,5000,suspended,aerolink.uk
B000065,2025-06-19 17:57:00,A0151,U00769,hotel,domestic,AE,AE,7,220.74,5,credit_line,pending,0,legit,e33ee3f0-3aee-4f85-8c11-02a04607afab,890e8ecc29a1cb9e,58.20.121.106,7410,0,macOS,Chrome,176,0,E000065,0,0,0,0,0.0,0.0,5,0,agent,2457,7.81,0.0222,active,1,0,legit,US,298,pending,5000,active,tripcraft.in
B000066,2025-02-04 16:46:00,A0166,U00544,flight,domestic,AE,AE,6,311.28,2,credit_line,confirmed,0,legit,c3d217fd-ca51-4d3a-98e9-eb7b2f6da8b4,b2f9f66d5c96066e,158.116.51.249,27419,0,macOS,Chrome,163,0,E000066,1,1,0,0,0.0,0.0,2,0,admin,32,6.65,0.0024,active,1,0,legit,UK,1883,verified,5000,active,jetsetgo.in
B000067,2025-05-10 01:26:00,A0059,U00322,flight,international,UK,UK,0,17887.71,4,credit_line,confirmed,1,credit bustout: high value international + high loss,68276b99-e1a7-4370-8e6e-99dd5820bd53,ecb080a8328301bd,173.187.186.254,90032,0,macOS,Firefox,43,1,E000067,0,0,1,38,17504.66,14111.77,4,2,agent,2070,21.65,0.0131,active,1,1,credit_bustout_user,IN,2235,verified,5000,active,jetstream.ae
B000068,2025-07-09 06:10:00,A0156,U00375,hotel,domestic,UK,UK,9,145.26,3,credit_line,confirmed,0,legit,89923e16-f4fe-4232-a6a6-cee3159c36f4,990f336c2c7c883a,63.66.168.111,8360,0,Windows,Chrome,470,0,E000068,0,0,0,0,0.0,0.0,3,0,agent,92,0.0,0.009,active,1,0,legit,IN,1712,verified,5000,active,jetforce.co
B000069,2025-04-12 14:17:00,A0131,U00616,hotel,domestic,IN,IN,15,143.23,3,card,confirmed,0,legit,c361265d-d2ed-4265-aed6-0352065f8516,dc2d2a1af3735572,175.239.217.123,37512,0,Windows,Safari,195,0,E000069,0,0,0,0,0.0,0.0,3,0,agent,1844,1.26,0.0374,active,1,0,legit,IN,2382,pending,10000,active,travease.ae
