booking_id,fraud_label,fraud_reason,oval1_score,oval2_score,oval3_score,max_score
B000040,0,legit,0.00012508276267908514,2.5667930003692163e-06,8.849578080116771e-06,0.00012508276267908514
B000041,0,legit,0.00012503574544098228,1.0328863027098123e-06,1.2594866348081268e-05,0.00012503574544098228
B000042,0,legit,0.00012501228775363415,5.083288215246284e-06,6.771140306227608e-06,0.00012501228775363415
B000043,0,legit,0.00012494740076363087,3.953958184865769e-06,1.1118519068986643e-05,0.00012494740076363087
B000044,0,legit,0.00012501688615884632,5.595818493020488e-06,1.8747441572486423e-05,0.00012501688615884632
B000045,0,legit,0.00012500342563726008,1.7508513337816112e-05,2.078248689940665e-05,0.00012500342563726008
B000046,0,legit,0.00012497669376898557,2.6156180865655188e-06,9.478848369326442e-06,0.00012497669376898557
B000047,0,legit,0.0001249628112418577,1.8867887774831615e-05,5.215808778302744e-05,0.0001249628112418577
B000048,0,legit,0.0001250072382390499,1.6317478639393812e-06,1.4378238120116293e-05,0.0001250072382390499
B000049,0,legit,0.000124849597341381,2.8419403861335013e-06,1.6551735825487413e-05,0.000124849597341381
B000050,0,legit,0.000125175851280801,0.001075182342901826,2.0564935766742565e-05,0.001075182342901826
B000051,0,legit,0.0001250216009793803,4.360486855148338e-06,8.823508323985152e-06,0.0001250216009793803
B000052,0,legit,0.0001250711502507329,2.0555871742544696e-06,2.3942671759868972e-05,0.0001250711502507329
B000053,0,legit,0.0001250353961950168,1.3408851373242214e-05,1.771597089827992e-05,0.0001250353961950168
B000054,0,legit,0.0001251056237379089,2.1516866581805516e-06,4.050431016366929e-06,0.0001251056237379089
B000055,0,legit,0.00012480378791224211,4.171469117864035e-05,5.483011045726016e-05,0.00012480378791224211
B000056,1,new device/ip + short lead time,0.00012455522664822638,0.0005202237516641617,0.0027743936516344547,0.0027743936516344547
B000057,0,legit,0.00012523398618213832,1.694473576208111e-05,2.000193671847228e-05,0.00012523398618213832
B000058,0,legit,0.00012491695815697312,5.671247890859377e-06,8.717154742043931e-06,0.00012491695815697312
B000059,0,legit,0.00012489593063946813,9.348903404315934e-06,2.9887027267250232e-05,0.00012489593063946813
B000060,0,legit,0.00012492948735598475,3.859932348859729e-06,1.5191646525636315e-05,0.00012492948735598475
B000061,0,legit,0.00012509316729847342,2.5212702894350514e-05,6.635711088165408e-06,0.00012509316729847342
B000062,0,legit,0.00012495979899540544,2.36521032093151e-06,1.2739988051180262e-05,0.00012495979899540544
B000063,0,legit,0.0001249961496796459,4.647564310289454e-06,1.8773620467982255e-05,0.0001249961496796459
B000064,1,shared infra across multiple fraud users,0.00012460425205063075,0.0003699747903738171,0.0013455464504659176,0.0013455464504659176
B000065,0,legit,0.00012507944484241307,1.3784041357212118e-06,2.5705523967189947e-06,0.00012507944484241307
B000066,0,legit,0.00012490687367971987,4.695630650530802e-06,7.920646567072254e-06,0.00012490687367971987
B000067,1,credit bustout: high value international + high loss,0.0001246044266736135,0.0001745694607961923,0.0012043481692671776,0.0012043481692671776
B000068,0,legit,0.0001248944754479453,6.606934039155021e-05,4.184916542726569e-05,0.0001248944754479453
B000069,0,legit,0.0001249879423994571,8.906174116418697e-06,9.57377596932929e-06,0.0001249879423994571
B000070,0,legit,0.00012462031736504287,2.2870292013976723e-05,0.0005537038086913526,0.0005537038086913526
B000071,0,legit,0.0001250287314178422,3.1152114843280287e-06,3.5164086966688046e-06,0.0001250287314178422
B000072,0,legit,0.00012483216414693743,1.549634907860309e-05,4.00579629058484e-05,0.00012483216414693743
B000073,0,legit,0.00012501643504947424,1.0757517884485424e-05,8.13948099676054e-06,0.00012501643504947424
B000074,0,legit,0.0001248364133061841,2.0788831534446217e-05,2.4208633476519026e-05,0.0001248364133061841
B000075,0,legit,0.00012499345757532865,1.2899481589556672e-06,1.0348833711759653e-05,0.00012499345757532865
B000076,0,legit,0.00012518977746367455,1.975960458366899e-06,9.075120942725334e-06,0.00012518977746367455
B000077,0,legit,0.00012505245103966445,4.241090937284753e-05,1.1968867511313874e-05,0.00012505245103966445
B000078,0,legit,0.00012493293615989387,1.0296303116774652e-05,1.6580665032961406e-05,0.00012493293615989387
B000079,1,shared infra across multiple fraud users,0.00012497470015659928,0.0021087806671857834,0.0015254179015755653,0.0021087806671857834
B000080,0,legit,0.00012497232819441706,3.2053863833425567e-05,1.331333533016732e-05,0.00012497232819441706
B000081,0,legit,0.00012538522423710674,6.199032668519067e-06,3.07791015075054e-05,0.00012538522423710674
B000082,1,new device/ip + short lead time,0.00012447565677575767,0.00010506801481824368,0.0021689485292881727,0.0021689485292881727
B000083,0,legit,0.00012493216490838677,8.10431288300606e-07,8.637084647489246e-06,0.00012493216490838677
B000084,1,shared infra across multiple fraud users,0.00012425992463249713,0.00043492301483638585,0.00123864714987576,0.00123864714987576
B000085,0,legit,0.00012500824232120067,4.262427864887286e-06,4.592767254507635e-06,0.00012500824232120067
B000086,0,legit,0.00012531239190138876,8.621568099442811e-07,4.342839474702487e-06,0.00012531239190138876
B000087,0,legit,0.00012499008153099567,2.2906284357304685e-05,1.2190427696623374e-05,0.00012499008153099567
B000088,0,legit,0.00012499441800173372,2.521199803595664e-06,9.900782970362343e-06,0.00012499441800173372
B000089,0,legit,0.00012487612548284233,1.6701734466550988e-06,1.4124263543635607e-05,0.00012487612548284233
B000090,0,legit,0.00012506709026638418,3.4654292448976776e-06,1.424042147846194e-05,0.00012506709026638418
B000091,0,legit,0.00012494080874603242,2.859857886505779e-06,1.5892654118943028e-05,0.00012494080874603242
B000092,0,legit,0.00012501396122388542,2.7229873012402095e-05,7.0139512899913825e-06,0.00012501396122388542
B000093,0,legit,0.0001249456690857187,1.8968713675349136e-06,8.260556569439359e-06,0.0001249456690857187
B000094,0,legit,0.00012508113286457956,1.2173805771453772e-05,1.5680172509746626e-05,0.00012508113286457956
B000095,0,legit,0.00012504245387390256,1.5797992091393098e-05,1.0625293725752272e-05,0.00012504245387390256
B000096,0,legit,0.00012478596181608737,4.3267642467981204e-05,3.91665416827891e-05,0.00012478596181608737
B000097,0,legit,0.00012481723388191313,1.3228705938672647e-05,1.6627669538138434e-05,0.00012481723388191313
B000098,0,legit,0.00012484480976127088,1.8042028386844322e-06,1.7423195458832197e-05,0.00012484480976127088
B000099,0,legit,0.000125015591038391,4.978181823389605e-05,8.971221177489497e-06,0.000125015591038391
B000100,1,shared infra across multiple fraud users,0.0001249960478162393,0.0008849901496432722,0.00038971315370872617,0.0008849901496432722
B000101,1,shared infra across multiple fraud users,0.00012484131730161607,0.0003699747903738171,0.0016114714089781046,0.0016114714089781046
B000102,0,legit,0.00012515684647951275,1.7268435840378515e-05,8.345452442881651e-06,0.00012515684647951275
B000103,0,legit,0.00012490546214394271,1.3757870874542277e-05,1.0885976735153235e-05,0.00012490546214394271
B000104,0,legit,0.00012499731383286417,9.676889021648094e-06,1.010306914395187e-05,0.00012499731383286417
B000105,0,legit,0.00012496487761382014,3.227278966733138e-06,9.484025213168934e-06,0.00012496487761382014
B000106,0,legit,0.00012495375995058566,5.21804849995533e-06,2.0983714421163313e-05,0.00012495375995058566
B000107,0,legit,0.00012512187822721899,1.237423816746741e-06,1.1634204383881297e-05,0.00012512187822721899
B000108,0,legit,0.0001249907654710114,2.3240672817337327e-05,2.6494548365008086e-05,0.0001249907654710114
B000109,0,legit,0.00012511602835729718,0.0004409767861943692,1.226436779688811e-05,0.0004409767861943692
B000110,0,legit,0.00012503434845712036,7.971398190420587e-06,2.0310912077547982e-05,0.00012503434845712036
B000111,0,legit,0.000125247664982453,1.3661514458362944e-05,1.4126072528597433e-05,0.000125247664982453
B000112,0,legit,0.00012535956921055913,0.0015376987867057323,8.686379260325339e-06,0.0015376987867057323
B000113,0,legit,0.00012496733688749373,5.13015802425798e-05,2.279626642121002e-05,0.00012496733688749373
B000114,0,legit,0.00012521998723968863,1.0933789553746465e-06,4.582007750286721e-05,0.00012521998723968863
B000115,0,legit,0.00012498482828959823,1.438976028111938e-06,7.092106443451485e-06,0.00012498482828959823
B000116,0,legit,0.00012509900261648,7.468629519280512e-06,8.239091584982816e-06,0.00012509900261648
B000117,1,shared infra across multiple fraud users,0.0001245688763447106,0.0003699747903738171,0.0013099937932565808,0.0013099937932565808
B000118,0,legit,0.0001249725610250607,2.1456522517837584e-05,2.3913315089885145e-05,0.0001249725610250607
B000119,0,legit,0.00012510735541582108,1.5308114598155953e-05,1.1761146197386552e-05,0.00012510735541582108
B000120,0,legit,0.00012493462418206036,1.2439197689673165e-06,1.2601707567228004e-05,0.00012493462418206036
B000121,0,legit,0.00012494598922785372,3.667485088953981e-06,1.1921946679649409e-05,0.00012494598922785372
B000122,0,legit,0.00012482744932640344,1.4745887710887473e-06,1.1430100130382925e-05,0.00012482744932640344
B000123,0,legit,0.00012492637324612588,1.1575082680792548e-05,5.2000345931446645e-06,0.00012492637324612588
B000124,1,burst/automation pattern in activity,0.00012531141692306846,0.001236132113263011,0.0011039164382964373,0.001236132113263011
B000125,0,legit,0.00012500448792707175,1.4066614312469028e-05,2.5081002604565583e-05,0.00012500448792707175
B000126,0,legit,0.00012496930139604956,1.7360336642013863e-05,1.5783098206156865e-05,0.00012496930139604956
B000127,0,legit,0.00012488664651755244,1.190006787510356e-05,2.8428121368051507e-05,0.00012488664651755244
B000128,1,shared infra across multiple fraud users,0.00012454930401872844,5.899847383261658e-05,0.0007221245905384421,0.0007221245905384421
B000129,0,legit,0.00012517900904640555,1.0476355782884639e-05,7.116273991414346e-06,0.00012517900904640555
B000130,0,legit,0.00012475921539589763,2.509357500457554e-06,2.025597495958209e-05,0.00012475921539589763
B000131,0,legit,0.00012499929289333522,4.026771421195008e-06,6.805545126553625e-06,0.00012499929289333522
B000132,0,legit,0.00012507803330663592,1.3613685041491408e-05,1.1084087418566924e-05,0.00012507803330663592
B000133,0,legit,0.00012500096636358649,3.019118230440654e-05,1.2565577890200075e-05,0.00012500096636358649
B000134,0,legit,0.00012489712389651686,1.2410069757606834e-05,3.280999226262793e-05,0.00012489712389651686
B000135,1,credit bustout: high value international + high loss,0.0001245731400558725,0.0001745694607961923,0.0013066757237538695,0.0013066757237538695
B000136,0,legit,0.0001250123168574646,9.709721780382097e-06,2.0052817490068264e-05,0.0001250123168574646
B000137,0,legit,0.0001249592169187963,3.4152526495745406e-05,1.569066444062628e-05,0.0001249592169187963
B000138,0,legit,0.00012521144526544958,3.0291987513919594e-06,7.733176062174607e-06,0.00012521144526544958
B000139,0,legit,0.00012498298019636422,1.753957690198149e-06,2.7702284569386393e-05,0.00012498298019636422
B000140,1,user has abnormally high cancellation rate,0.00012491871893871576,1.5476896351174219e-06,0.00010922802175628021,0.00012491871893871576
B000141,1,burst/automation pattern in activity,0.00012459754361771047,0.0003032697131857276,0.0014674693811684847,0.0014674693811684847
B000142,0,legit,0.00012504613550845534,1.7127623550550197e-06,7.073653705447214e-06,0.00012504613550845534
B000143,0,legit,0.0001247289910679683,2.4152102469088277e-06,1.6265410522464663e-05,0.0001247289910679683
B000144,0,legit,0.00012505025370046496,5.589314241660759e-06,4.616384558175923e-06,0.00012505025370046496
B000145,0,legit,0.00012498171417973936,1.3795316817777348e-06,7.779719453537837e-06,0.00012498171417973936
B000146,0,legit,0.000125074278912507,6.752454282832332e-06,1.2475671610445715e-05,0.000125074278912507
B000147,0,legit,0.00012492611131165177,2.750731073319912e-05,1.656170206842944e-05,0.00012492611131165177
B000148,0,legit,0.0001250178465852514,2.5579005523468368e-05,8.149298992066178e-06,0.0001250178465852514
B000149,1,user has abnormally high cancellation rate,0.00012492081441450864,2.0557497464324115e-06,0.00014382664812728763,0.00014382664812728763
B000150,0,legit,0.00012498165597207844,3.730719254235737e-05,2.312512333446648e-05,0.00012498165597207844
B000151,0,legit,0.00012486448395065963,2.1324844965420198e-06,1.6803000107756816e-05,0.00012486448395065963
B000152,0,legit,0.00012489178334362805,2.954983756353613e-05,2.91458945866907e-05,0.00012489178334362805
B000153,0,legit,0.00012591658742167056,1.2930545381095726e-05,2.3425184281222755e-06,0.00012591658742167056
B000154,0,legit,0.00012506343773566186,1.2420856592143537e-06,7.340253887377912e-06,0.00012506343773566186
B000155,0,legit,0.00012505870836321265,3.663667303044349e-05,1.3321967344381846e-05,0.00012505870836321265
B000156,0,legit,0.00012487605272326618,5.197579753257742e-07,1.325650100625353e-05,0.00012487605272326618
B000157,0,legit,0.00012491452798712999,1.1097829883510713e-05,1.2698307727987412e-05,0.00012491452798712999
B000158,0,legit,0.0001249570632353425,2.36521032093151e-06,4.021063796244562e-05,0.0001249570632353425
B000159,0,legit,0.00012504389451351017,1.800505015125964e-05,7.473865025531268e-06,0.00012504389451351017
B000160,0,legit,0.000125030055642128,2.6074372726725414e-05,1.5136340152821504e-05,0.000125030055642128
B000161,1,new device/ip + short lead time,0.00012455422256607562,0.0028888985980302095,0.00240282341837883,0.0028888985980302095
B000162,0,legit,0.0001249600318260491,4.513944531936431e-06,5.056970621808432e-06,0.0001249600318260491
B000163,0,legit,0.00012450826761778444,4.479377093957737e-05,0.000570278731174767,0.000570278731174767
B000164,0,legit,0.00012492922542151064,6.183026926009916e-06,1.55863326654071e-05,0.00012492922542151064
B000165,1,shared infra across multiple fraud users,0.0001245676976395771,6.14396485616453e-05,0.0011905967257916927,0.0011905967257916927
B000166,1,shared infra across multiple fraud users,0.00012472679372876883,6.14396485616453e-05,0.0011031851172447205,0.0011031851172447205
B000167,0,legit,0.00012490917288232595,6.483786819444504e-06,1.094781509891618e-05,0.00012490917288232595
B000168,0,legit,0.0001249253546120599,3.709748125402257e-05,1.0560353985056281e-05,0.0001249253546120599
B000169,0,legit,0.00012513490219134837,5.185122063267045e-06,5.267479082249338e-06,0.00012513490219134837
B000170,0,legit,0.00012489536311477423,9.386700185132213e-06,3.188065602444112e-05,0.00012489536311477423
B000171,1,new user with risky infra + abnormal velocity,0.00012459205754566938,0.0005409839213825762,0.00137625343631953,0.00137625343631953
B000172,0,legit,0.0001250883942702785,4.76854324915621e-07,2.4013228539843112e-05,0.0001250883942702785
B000173,0,legit,0.00012495183909777552,3.626555189839564e-05,1.0827291589521337e-05,0.00012495183909777552
B000174,0,legit,0.0001248809858225286,9.709721780382097e-06,2.431961547699757e-05,0.0001248809858225286
B000175,0,legit,0.0001248113694600761,2.7467062864161562e-06,7.132605787774082e-06,0.0001248113694600761
B000176,1,user has abnormally high cancellation rate,0.00012523075565695763,0.0015879066195338964,0.00012518219591584057,0.0015879066195338964
B000177,0,legit,0.00012505071936175227,4.284484020899981e-06,4.349611117504537e-06,0.00012505071936175227
B000178,1,credit bustout: high value international + high loss,0.00012540262832771987,0.00224762549623847,0.0005555741372518241,0.00224762549623847
B000179,0,legit,0.00012513854017015547,5.4337970141205005e-06,6.42782288196031e-06,0.00012513854017015547
B000180,0,legit,0.00012493651593104005,4.178665403742343e-05,1.9663044440676458e-05,0.00012493651593104005
B000181,0,legit,0.00012497205170802772,3.557475793058984e-06,1.655690539337229e-05,0.00012497205170802772
B000182,0,legit,0.00012481400335673243,1.709177922748495e-05,1.7697182556730695e-05,0.00012481400335673243
B000183,0,legit,0.00012502839672379196,2.0555871742544696e-06,2.2114771127235144e-05,0.00012502839672379196
B000184,0,legit,0.00012485634943004698,2.257732603538898e-06,1.1328896107443143e-05,0.00012485634943004698
B000185,0,legit,0.0001248766202479601,2.980886620207457e-06,1.96088949451223e-05,0.0001248766202479601
B000186,0,legit,0.00012500119919423014,8.944513865571935e-06,1.132110719481716e-05,0.00012500119919423014
B000187,0,legit,0.00012497673742473125,7.921372343844268e-06,6.37604171060957e-05,0.00012497673742473125
B000188,0,legit,0.00012493709800764918,2.9212299068603897e-06,6.073318672861205e-06,0.00012493709800764918
B000189,0,legit,0.0001250041095772758,3.04798732031486e-06,4.072231149621075e-06,0.0001250041095772758
B000190,0,legit,0.00012494708062149584,7.477307804037991e-07,2.4340175514225848e-05,0.00012494708062149584
B000191,1,new device/ip + short lead time,0.0001247414475074038,0.002430059015750885,0.002210828475654125,0.002430059015750885
B000192,1,user has abnormally high cancellation rate,0.00012478181452024728,1.5476896351174219e-06,0.00014442890824284405,0.00014442890824284405
B000193,0,legit,0.00012504917685873806,2.375369513174519e-05,1.3524227142625023e-05,0.00012504917685873806
B000194,0,legit,0.00012502916797529906,1.0107964044436812e-05,1.073629391612485e-05,0.00012502916797529906
B000195,0,legit,0.00012488073843996972,6.5199915297853295e-06,1.4990532690717373e-05,0.00012488073843996972
B000196,0,legit,0.00012498664727900177,1.172567976936989e-06,1.8361901311436668e-05,0.00012498664727900177
B000197,0,legit,0.00012486797641031444,2.5091849238378927e-06,1.2648372830881272e-05,0.00012486797641031444
B000198,1,shared infra across multiple fraud users,0.00012512672401499003,0.0013700113631784916,0.0010602822294458747,0.0013700113631784916
B000199,1,user has abnormally high cancellation rate,0.00012498923751991242,0.0002525692689232528,8.085869194474071e-05,0.0002525692689232528
B000200,0,legit,0.0001250007189810276,0.00046883782488293946,0.0005684379138983786,0.0005684379138983786
B000201,0,legit,0.00012496687122620642,1.6754480384406634e-05,3.240552587158163e-06,0.00012496687122620642
B000202,0,legit,0.00012495805276557803,5.595818493020488e-06,2.0115663573960774e-05,0.00012495805276557803
B000203,0,legit,0.000124903759569861,3.422618874537875e-06,1.6380496163037606e-05,0.000124903759569861
B000204,1,new device/ip + short lead time,0.00012457786942832172,0.0010492118308320642,0.0007169463788159192,0.0010492118308320642
B000205,0,legit,0.0001253165683010593,1.3481043424690142e-05,2.693527130759321e-05,0.0001253165683010593
B000206,0,legit,0.00012505754420999438,0.0004455877933651209,1.792266448319424e-05,0.0004455877933651209
B000207,0,legit,0.00012500304728746414,1.0604326234897599e-05,1.9136710761813447e-05,0.00012500304728746414
B000208,0,legit,0.00012509316729847342,2.5865780116873793e-05,1.2958672414242756e-05,0.00012509316729847342
B000209,0,legit,0.00012500956654548645,0.0004487115074880421,2.714561196626164e-05,0.0004487115074880421
B000210,0,legit,0.0001250353961950168,4.059271304868162e-05,1.5070705558173358e-05,0.0001250353961950168
B000211,0,legit,0.00012492880341596901,2.7806377147499006e-06,1.8840042685042135e-05,0.00012492880341596901
B000212,0,legit,0.00012564069766085595,0.0010552400490269065,7.408589681290323e-06,0.0010552400490269065
B000213,0,legit,0.0001250373461516574,1.5219201259242254e-06,4.380313839646988e-06,0.0001250373461516574
B000214,1,shared infra across multiple fraud users,0.00012463041639421135,0.00043492301483638585,0.0013972995802760124,0.0013972995802760124
B000215,0,legit,0.00012496139970608056,1.964230978046544e-05,8.719676407054067e-05,0.00012496139970608056
B000216,0,legit,0.00012520675954874605,3.058610900552594e-06,1.3795522136206273e-05,0.00012520675954874605
B000217,0,legit,0.0001253939262824133,1.834524118748959e-05,1.979932676476892e-05,0.0001253939262824133
B000218,0,legit,0.00012510477972682565,1.9377400803932687e-06,9.997920642490499e-06,0.00012510477972682565
B000219,0,legit,0.0001249961060239002,2.7362102628103457e-05,1.3235196092864498e-05,0.0001249961060239002
B000220,0,legit,0.00012495859118644148,9.692277672002092e-06,6.94084383212612e-06,0.00012495859118644148
B000221,0,legit,0.00012493092799559236,1.6423771739937365e-05,6.114157258707564e-06,0.00012493092799559236
B000222,0,legit,0.00012496736599132419,3.316374932182953e-05,3.1979998311726376e-05,0.00012496736599132419
B000223,0,legit,0.0001249033521162346,6.941110655134253e-07,1.0245677003695164e-05,0.0001249033521162346
B000224,0,legit,0.00012495786359068006,2.3678214802203e-06,8.525288649252616e-06,0.00012495786359068006
B000225,0,legit,0.00012503397010732442,2.4090932129183784e-05,2.3443042664439417e-05,0.00012503397010732442
B000226,0,legit,0.00012501917080953717,1.2589496691362001e-05,7.712531441939063e-06,0.00012501917080953717
B000227,0,legit,0.00012501899618655443,2.1942473722447176e-06,1.7725267753121443e-05,0.00012501899618655443
B000228,0,legit,0.00012488666106946766,3.4948845950566465e-06,1.1403238204366062e-05,0.00012488666106946766
B000229,0,legit,0.00012490471999626607,4.0667782741365954e-06,1.3866537301510107e-05,0.00012490471999626607
B000230,0,legit,0.00012520409654825926,2.8380300136632286e-05,2.9673828976228833e-06,0.00012520409654825926
B000231,0,legit,0.00012522470206022263,9.554371899866965e-06,9.97380539047299e-06,0.00012522470206022263
B000232,0,legit,0.00012490669905673712,1.9395463368709898e-06,1.0399494385637809e-05,0.00012490669905673712
B000233,0,legit,0.0001249238266609609,1.9359782527317293e-05,8.303193681058474e-06,0.0001249238266609609
B000234,0,legit,0.0001250430359505117,2.2351017832988873e-05,1.8677008483791724e-05,0.0001250430359505117
B000235,0,legit,0.0001250287314178422,1.679624074313324e-05,2.6807287213159725e-05,0.0001250287314178422
B000236,0,legit,0.0001250832574442029,3.559046035661595e-06,2.301534323123633e-06,0.0001250832574442029
B000237,0,legit,0.0001249881024705246,1.1363030125721707e-06,1.0683505024644546e-05,0.0001249881024705246
B000238,0,legit,0.00012513203546404839,1.0620153716445202e-06,1.1452467333583627e-05,0.00012513203546404839
B000239,1,shared infra across multiple fraud users,0.00012480252189561725,3.547136486758973e-07,0.0001264442689716816,0.0001264442689716816
B000240,0,legit,0.00012497951684053987,5.443281224870589e-06,2.4955450498964638e-05,0.00012497951684053987
B000241,0,legit,0.0001253865921171382,3.7483437154151034e-06,8.921019798435736e-06,0.0001253865921171382
B000242,0,legit,0.00012498063733801246,4.630020157492254e-06,4.100646492588567e-06,0.00012498063733801246
B000243,0,legit,0.00012499172589741647,3.0983053420641227e-06,9.765452887222636e-06,0.00012499172589741647
B000244,0,legit,0.00012498741853050888,5.019845048082061e-06,6.740173375874292e-06,0.00012498741853050888
B000245,0,legit,0.0001249136112164706,9.737354957906064e-06,1.7311018382315524e-05,0.0001249136112164706
B000246,0,legit,0.00012489217624533921,1.6910717022255994e-05,1.2187479114800226e-05,0.00012489217624533921
B000247,0,legit,0.00012493753456510603,1.1123147487523966e-06,5.0432900025043637e-05,0.00012493753456510603
B000248,0,legit,0.0001248836051672697,3.4673364552872954e-06,7.1280028350884095e-06,0.0001248836051672697
B000249,1,new device/ip + short lead time,0.0001243132137460634,0.0002038050879491493,0.0019539794884622097,0.0019539794884622097
B000250,0,legit,0.00012506332132034004,1.650885860726703e-05,7.800737876095809e-06,0.00012506332132034004
B000251,0,legit,0.0001249038614332676,4.647564310289454e-06,2.043558743025642e-05,0.0001249038614332676
B000252,0,legit,0.00012492983660195023,2.567680212450796e-06,3.273048787377775e-05,0.00012492983660195023
B000253,0,legit,0.00012487827916629612,5.670203790941741e-06,2.4443059373879805e-05,0.00012487827916629612
B000254,0,legit,0.0001249360793735832,2.9586965410999255e-06,1.3241543456388172e-05,0.0001249360793735832
B000255,0,legit,0.0001250168716069311,2.411116156508797e-06,7.696228749409784e-06,0.0001250168716069311
B000256,1,new device/ip + short lead time,0.00012460547441150993,0.0007592869224026799,0.0015875906683504581,0.0015875906683504581
B000257,0,legit,0.00012500879529397935,0.001021713949739933,1.4423830180021469e-05,0.001021713949739933
B000258,0,legit,0.00012492290989030153,1.2894811334263068e-06,8.17740692582447e-06,0.00012492290989030153
B000259,0,legit,0.0001249990746146068,1.7156376088678371e-06,1.7606029359740205e-05,0.0001249990746146068
B000260,0,legit,0.00012496333511080593,7.414137508021668e-05,2.449913154123351e-05,0.00012496333511080593
B000261,0,legit,0.00012499930744525045,0.001115090912207961,0.0006293205078691244,0.001115090912207961
B000262,0,legit,0.00012490655353758484,1.4870200857330929e-06,4.2213407141389325e-05,0.00012490655353758484
B000263,0,legit,0.00012485172192100435,2.2487382011604495e-05,1.3148758625902701e-05,0.00012485172192100435
