passenger_id,booking_id,user_id,agency_id,passenger_email_domain,is_suspicious_domain
77133c59-ab48-4f49-900b-9d945fcbae08,B000021,U00245,A0005,discard.email,1
c5d1c0c0-ceb2-40f2-866a-3d6036360de3,B000021,U00245,A0005,mailinator.com,1
46fbb94a-2f34-4b31-8258-48b71176f039,B000022,U00168,A0013,mailinator.com,1
543f6aa2-3a11-451d-ad06-f4855dded6b4,B000022,U00168,A0013,protonmail.com,0
1166b961-580f-4b4a-9919-d6585d02eac0,B000023,U00307,A0115,travelzen.in,0
b70ee066-b294-4b01-b2ec-580d3966a322,B000023,U00307,A0115,travelzen.in,0
57f2894a-dd3e-420e-bbff-9e4dd84f9b60,B000024,U00145,A0131,throwaway.email,1
5df7ae51-e2c9-4363-8550-c4da8be3f1ef,B000024,U00145,A0131,gmail.com,0
fd7cfb0f-c306-45d0-ad49-2081182ead67,B000024,U00145,A0131,tempmail.xyz,1
84c68920-6e67-442a-8b5d-b14baf66fd7f,B000024,U00145,A0131,yandex.com,0
a1fb40e4-5b0e-4ea4-b203-50e6c416b5af,B000024,U00145,A0131,yandex.com,0
6804be50-847a-48db-8362-80189cb4ff2e,B000024,U00145,A0131,hotmail.com,0
42dd7a27-5b2c-44b5-a231-d25d536a19e1,B000024,U00145,A0131,discard.email,1
491c3281-ba7f-4d39-baf1-bb711cc07711,B000024,U00145,A0131,tempmail.xyz,1
6ba4b0ba-2d57-42e2-8780-c80904bf5176,B000024,U00145,A0131,hotmail.com,0
6c354ccf-ab9b-4426-a8a9-c529b3af62fd,B000024,U00145,A0131,yandex.com,0
0d90f9e7-842f-434b-9621-5e3efeaf7624,B000025,U00676,A0069,travelworks.sg,0
154d6957-0022-49cd-8624-6f026c9c177e,B000026,U00383,A0068,protonmail.com,0
49a3e6d8-5e89-4b4b-91f5-72cce0eb06e1,B000027,U00736,A0189,zoho.com,0
fc0785f9-978b-4cdf-a720-d85c9b0305ff,B000027,U00736,A0189,travelworks.sg,0
b48db06b-3cdf-45ef-a8f5-b92335019911,B000027,U00736,A0189,travelworks.sg,0
c4b0fc13-5b8d-4ff9-b59f-5e083a6f555c,B000027,U00736,A0189,gmail.com,0
4c21c0c7-03ba-4ff9-add5-0309445cfac2,B000027,U00736,A0189,hotmail.com,0
5a9ed2af-056d-43e3-b0f7-de431e4ebf38,B000027,U00736,A0189,travelworks.sg,0
5a0be3e3-1d0d-4f8b-bcb3-3c54f43e9353,B000027,U00736,A0189,aol.com,0
13cfe942-5596-46ee-9aaf-44561688534f,B000027,U00736,A0189,yahoo.com,0
42adea6c-e848-4199-8548-20bff408a927,B000027,U00736,A0189,zoho.com,0
27365004-dd91-46f5-a472-d1960c20ac3f,B000028,U00035,A0051,travease.ae,0
e7b5561a-79e5-4702-9fe5-3c67967ed869,B000028,U00035,A0051,travease.ae,0
a3c31050-a3ba-4b43-a776-715887079616,B000028,U00035,A0051,travease.ae,0
3818d932-50ae-4baa-a5d4-cc74e0238808,B000029,U00173,A0123,flyhigh.ae,0
48a45903-03bd-40b9-9e34-813c1cdc630b,B000029,U00173,A0123,flyhigh.ae,0
b0222b74-2157-4634-b2bb-0021eed4d531,B000030,U00252,A0122,globeways.in,0
9a9be321-085b-44d3-9993-df4beb8fa559,B000031,U00735,A0108,guerrillamail.com,1
b959485b-6d39-4538-9904-4ff4c887841a,B000031,U00735,A0108,aol.com,0
16b77492-e1a4-4643-9d15-d5c0691110ad,B000032,U00174,A0039,trashmail.net,1
2f2eaefb-c81e-4138-8976-75bf6bd24813,B000032,U00174,A0039,tempmail.xyz,1
2fb56cf2-7428-4e3a-962b-1fdaa3f5ebbb,B000033,U00055,A0069,outlook.com,0
069ed24d-463b-4717-9bab-8cda31660059,B000033,U00055,A0069,gmail.com,0
961656e7-a4ae-4a9e-95ae-299dd3aa4c24,B000034,U00245,A0005,mailinator.com,1
4f72f9a3-849d-4085-a0a5-474e2d72c266,B000034,U00245,A0005,yahoo.com,0
92e4cf65-1ee8-4abb-9d7f-97f1d8b3647e,B000035,U00678,A0041,trashmail.net,1
ed0aa4f5-21cb-4806-88e6-09fa009dd36d,B000035,U00678,A0041,aol.com,0
151cbfc7-c616-436f-aa8e-e972d23c6563,B000036,U00066,A0040,wingcraft.uk,0
9b655e45-66a5-45eb-bbfe-dbe5ebabc23a,B000036,U00066,A0040,wingcraft.uk,0
cdfd07be-4306-4e9e-96d9-2847eba9a250,B000036,U00066,A0040,outlook.com,0
a2a9a399-c704-45a8-a368-baaf31b9a5bf,B000036,U00066,A0040,wingcraft.uk,0
2376ecd0-8e4f-4535-be88-c9a3be6e491e,B000036,U00066,A0040,icloud.com,0
2eac1c74-ea3d-4517-890a-17e2234fc321,B000036,U00066,A0040,mail.com,0
238d2044-04e7-4f38-b17f-88e40a0ce835,B000036,U00066,A0040,wingcraft.uk,0
3e973cd5-8b6c-49aa-b048-67cea5094b6a,B000036,U00066,A0040,wingcraft.uk,0
a3e2884a-00dd-4b69-8713-d6f235a0e91c,B000036,U00066,A0040,wingcraft.uk,0
d35dee33-9675-435c-9dac-ecf135e71568,B000036,U00066,A0040,wingcraft.uk,0
b86b8197-a562-4834-bed9-3a2771899188,B000037,U00185,A0153,yandex.com,0
03ad81e1-bc47-47ac-8cfb-b5463798a0f9,B000037,U00185,A0153,icloud.com,0
16b9296f-5e51-46c5-b6a1-dd7ef642cd4c,B000037,U00185,A0153,outlook.com,0
f187d40d-22a9-402e-a9f0-e1fb65a60bc8,B000037,U00185,A0153,icloud.com,0
343ba347-4a02-4b00-88e8-319e176d6a83,B000037,U00185,A0153,airventure.com,0
51e994df-d370-48df-a09d-21f7833bb21b,B000037,U00185,A0153,airventure.com,0
6ec1996f-9825-437d-9436-19f8e2a8be2e,B000037,U00185,A0153,aol.com,0
ca88eff4-fdc1-4bf5-86af-a5c8cd7d62df,B000037,U00185,A0153,mail.com,0
4d399daf-595b-4669-80bd-1f856e207fe9,B000038,U00604,A0032,aerolink.uk,0
f4c9a5e6-3108-4b4b-b46a-c55838c5a174,B000039,U00718,A0001,travelcorp.com,0
c20c2518-48cd-4cca-8c37-d93e1cae28b0,B000040,U00009,A0076,jetforce.co,0
05603b35-94ac-42eb-929c-1c2fe1a8d6b2,B000040,U00009,A0076,jetforce.co,0
9422153c-f302-4b69-b3c1-5281174305dc,B000040,U00009,A0076,horizonair.co,0
217b1e54-d455-4c41-8789-ccd76cd2ee90,B000040,U00009,A0076,jetforce.co,0
8e53fa59-e171-43bf-894b-8f05cf780447,B000040,U00009,A0076,jetforce.co,0
03ede1ba-c1cd-4744-95e7-cfb8517aff98,B000040,U00009,A0076,jetforce.co,0
15a4215a-07aa-4c0a-8012-8b1f4a9e428a,B000040,U00009,A0076,jetforce.co,0
2a8e50d0-ffce-4d79-ae67-ca0226ceadca,B000041,U00377,A0079,tempmail.xyz,1
3185b1c5-ccdb-4724-887e-41a80a453479,B000042,U00467,A0008,airdesk.uk,0
f6792c4f-e610-4b77-bbc8-9b297806ffbb,B000042,U00467,A0008,airdesk.uk,0
0af53912-3d80-4648-bb1e-ca5be29f189c,B000042,U00467,A0008,airdesk.uk,0
100a8a43-7733-4ac2-9917-300044ab2b1f,B000043,U00479,A0060,horizonair.co,0
d6d7543b-f8ae-482b-bb39-e5562613d832,B000043,U00479,A0060,horizonair.co,0
13dc71ad-ec25-4937-a3c8-b736be721f7f,B000043,U00479,A0060,horizonair.co,0
247a1f6d-ddb0-4f60-bd5e-a6ed948856b7,B000043,U00479,A0060,horizonair.co,0
0e2ea91f-77e5-4126-9eb9-0ed61bc192fe,B000044,U00090,A0074,flyscope.ae,0
3bf08006-2d1b-4b66-b734-dc47efa88b5d,B000044,U00090,A0074,flyscope.ae,0
a7d85631-beb2-47f3-8c6b-104cfea520be,B000045,U00304,A0045,transwings.com,0
efcbf9b7-b0f5-4cae-b337-2a1c59ff19f4,B000046,U00656,A0186,tempmail.xyz,1
1ec8617b-e822-4ac4-b06e-ffa1e264ac24,B000046,U00656,A0186,flybright.ae,0
92543867-5c51-4d52-b722-a073c5cfba09,B000046,U00656,A0186,yandex.com,0
57e34b83-f956-4c73-be7a-fdb068b1c09d,B000046,U00656,A0186,yandex.com,0
2aec4cde-b2ae-4115-a077-f19d3c52f6b9,B000047,U00579,A0058,swiftfly.in,0
09accd3c-d133-472e-8ace-764b56568552,B000047,U00579,A0058,mail.com,0
60ba3051-54a3-41bf-b5d3-80701793fcfd,B000047,U00579,A0058,swiftfly.in,0
4c013190-b238-4782-9b21-33265834a209,B000047,U00579,A0058,swiftfly.in,0
cbb5a811-6895-4c09-98c0-2adff40e454a,B000048,U00662,A0021,discard.email,1
1ecde940-d11d-4ddc-888b-bb83047c06f6,B000049,U00494,A0063,tourhub.in,0
a6511263-cd3f-4e45-b199-39a844c3ccdd,B000049,U00494,A0063,tourhub.in,0
ec0d1319-3c9f-495d-82b3-4bedd857aa0d,B000049,U00494,A0063,tourhub.in,0
dc07ddb5-c043-43a7-b342-c48d90d0eb9c,B000049,U00494,A0063,icloud.com,0
f1206284-bc66-4283-8e1e-a71ba092d395,B000049,U00494,A0063,tourhub.in,0
4a171aa6-beed-416d-b3d5-f9b481493fab,B000049,U00494,A0063,tourhub.in,0
95e5ea27-5485-432d-ad1f-28b2fcf7eee8,B000050,U00754,A0020,discard.email,1
50e59c92-a063-4fe4-b81f-e895aec2b267,B000050,U00754,A0020,horizonair.co,0
508ff52a-00e6-4f61-86de-bd923b2fcfd6,B000050,U00754,A0020,horizonair.co,0
f6172796-1ab3-46c7-b3a8-7d520edd92b4,B000050,U00754,A0020,horizonair.co,0
34b3d339-c735-4031-8d9e-b573ede40cf5,B000050,U00754,A0020,aol.com,0
902f97df-cc38-4049-8b9d-f89e685d98b5,B000051,U00713,A0001,trashmail.net,1
a65c7c5e-1595-4a70-b5b2-025a989b3aea,B000052,U00531,A0168,aol.com,0
c2ab66b1-6954-42e6-aa9b-ea2c1b09990f,B000053,U00639,A0152,aerolink.uk,0
fc16a015-79e3-41f8-9ddc-61d41d0182bc,B000053,U00639,A0152,aerolink.uk,0
f6a55a1a-45f5-4238-a9e2-582d5da2dc0f,B000054,U00420,A0119,yandex.com,0
967b4b02-2aea-49d1-ad47-0d7534538485,B000054,U00420,A0119,skyroute.in,0
fca3ef20-4e1f-49de-b4c8-dba9a2d6dddc,B000054,U00420,A0119,skyroute.in,0
6bfc541f-0a12-419d-85a1-bc7508d1abe4,B000054,U00420,A0119,skyroute.in,0
e9e317d7-aba7-445c-867f-71be15e87d2e,B000054,U00420,A0119,skyroute.in,0
c2d76acf-9652-4284-8e56-142091c803a8,B000055,U00098,A0008,airdesk.uk,0
b388a9b5-c0ba-45b1-8c95-2fdfe8a99381,B000055,U00098,A0008,airdesk.uk,0
b3ba89da-8a2c-4c08-9647-62f278f7b2a3,B000056,U00059,A0148,trashmail.net,1
13a74a24-d2a4-44c3-a60d-f6b14528fb9b,B000057,U00177,A0190,flyweb.com,0
5c0bcef7-0ee0-44ec-ba21-451ca82a3a49,B000058,U00764,A0178,swiftfly.in,0
5d51eeca-7390-4ce8-ab7b-4d9e07a8a475,B000058,U00764,A0178,swiftfly.in,0
de2093ce-ca51-459f-8a6b-0ab8d306c401,B000059,U00529,A0148,mailinator.com,1
902922fc-dcc3-49ad-9bac-a34a95fe7b6a,B000059,U00529,A0148,globalwings.co,0
f5e42d53-816d-4cb2-93bb-a0032ed8323b,B000059,U00529,A0148,globalwings.co,0
9da27636-61ca-4681-88bd-fb0a91715e8b,B000059,U00529,A0148,globalwings.co,0
40d5c7d4-e07d-4eb1-a371-8fc3c185ea0d,B000059,U00529,A0148,globalwings.co,0
4171a40d-440f-43f7-8482-857a2737a91d,B000059,U00529,A0148,globalwings.co,0
17b5d0b4-7533-46d1-8138-6a988fb10608,B000059,U00529,A0148,gmail.com,0
981dfa00-3fdc-414e-b91b-51fb141cf566,B000059,U00529,A0148,globalwings.co,0
0db4e1a5-119c-416b-8ee2-a110b1945cf5,B000059,U00529,A0148,hotmail.com,0
dfae487f-efd3-475f-a4ed-1c17752e405c,B000059,U00529,A0148,globalwings.co,0
063f0c45-1153-4c48-aa73-fa3c0d3defd3,B000060,U00766,A0172,routemaster.co,0
8f772892-12e6-44f4-a574-5a557b01dba1,B000060,U00766,A0172,routemaster.co,0
7ec80ee7-e6c9-48a9-968b-82138e3968bb,B000060,U00766,A0172,routemaster.co,0
5201035f-1f4c-4a13-affc-d7c2619812fd,B000060,U00766,A0172,routemaster.co,0
b2fb505b-e94b-41d4-a9e2-4462d8526fa5,B000060,U00766,A0172,routemaster.co,0
881921cf-f426-4f2f-8d97-f67ecc6cbf03,B000061,U00095,A0062,sharklasers.com,1
7fddb62f-7238-4d3e-8051-2940ed3b348c,B000061,U00095,A0062,flynext.sg,0
70a3c342-be4c-48ed-b321-427731d9cc30,B000062,U00774,A0080,discard.email,1
c34938d7-76ab-43c7-8f81-7a30772bd7a9,B000062,U00774,A0080,mail.com,0
8da58eb7-439b-493a-91f3-ad6bbb692388,B000062,U00774,A0080,wingcraft.uk,0
fc35f66a-021f-46b3-8355-8e4495df671b,B000062,U00774,A0080,wingcraft.uk,0
0da7442c-ef09-4d23-8b8b-e03bb6c805b6,B000063,U00229,A0059,trashmail.net,1
e7157194-c149-4714-9c3b-bcb75904c8f3,B000064,U00567,A0072,hotmail.com,0
6cae4098-408b-4c7e-9a2f-1a02e7a760b8,B000064,U00567,A0072,yandex.com,0
9416a45b-eb31-4cec-af23-52ab94865c58,B000064,U00567,A0072,aerolink.uk,0
fa147916-6340-4546-b28a-542db723054f,B000065,U00769,A0151,tripcraft.in,0
f09d1f1f-05f9-482e-b52c-60270230d778,B000065,U00769,A0151,tripcraft.in,0
aaae88b3-d371-4764-81ae-d3e6dca0b246,B000065,U00769,A0151,tripcraft.in,0
0eeb61f7-a4f0-4322-8c17-f13d3dd619fa,B000065,U00769,A0151,outlook.com,0
7ab8a748-de60-4129-8667-44366b5a6c13,B000065,U00769,A0151,tripcraft.in,0
4545433f-df85-4c86-bdc6-0db79273f7a7,B000066,U00544,A0166,jetsetgo.in,0
626f16ee-6f7f-4505-a0f0-3da06df2da8e,B000066,U00544,A0166,outlook.com,0
2ed8b978-8dfb-4a4e-a52b-3fd1d86f409c,B000067,U00322,A0059,trashmail.net,1
cc69a161-9f90-404e-92b1-213d96e06b0f,B000067,U00322,A0059,protonmail.com,0
6cc0bca1-034d-4eba-ac4f-7bf7e2e6cf93,B000067,U00322,A0059,trashmail.net,1
d1b219a6-191b-41be-a39f-6f692117808a,B000067,U00322,A0059,hotmail.com,0
dc569294-58b2-4daa-8592-c5efa8574e35,B000068,U00375,A0156,aol.com,0
057584f8-5616-4ba3-a39b-e9baee38ca56,B000068,U00375,A0156,aol.com,0
48605c9f-8eff-4db2-a2be-21748a524c9f,B000068,U00375,A0156,jetforce.co,0
431fe08a-2efb-49fb-bf62-8bc05cf3afe5,B000069,U00616,A0131,travease.ae,0
ed544c6a-846d-4f8a-8383-462eade9a512,B000069,U00616,A0131,travease.ae,0
bf4eabcd-354c-4cc8-9914-4aae2d3a73e9,B000069,U00616,A0131,travease.ae,0
409f0388-2de1-4b87-991f-5f385063a0e1,B000070,U00263,A0120,wingcraft.uk,0
10f0f80c-6df1-45c1-8f25-f2f7c298c1dc,B000071,U00182,A0121,travelcorp.com,0
4aa6602c-2080-4499-bd92-f5b861723d21,B000071,U00182,A0121,travelcorp.com,0
9abd1013-8a35-4b9c-83de-8c8f4b1aa209,B000071,U00182,A0121,travelcorp.com,0
fb8e82f6-47fe-4820-b354-a48f4490a4d7,B000071,U00182,A0121,travelcorp.com,0
02863741-8394-470b-a31e-5c07ea678e48,B000071,U00182,A0121,travelcorp.com,0
d02dbb56-572f-4b4f-b8da-f5b50d8b7c88,B000071,U00182,A0121,travelcorp.com,0
1e099f91-4570-40cc-9917-728bbe02aa8e,B000072,U00727,A0165,throwaway.email,1
521c4d16-a9ef-4f16-aeb3-4992f27e8119,B000072,U00727,A0165,hotmail.com,0
90b32d74-d69b-433a-895a-73b52dbbfc4c,B000072,U00727,A0165,fakeinbox.org,1
51fd93f1-4738-4f3a-b01e-5ca0f015c475,B000072,U00727,A0165,transwings.com,0
2a85bdc9-f99c-4230-9f93-9247d9af18ca,B000073,U00420,A0119,skyroute.in,0
8e0e0254-f967-4a45-9f58-e5448798779b,B000074,U00389,A0138,mailinator.com,1
0d372a81-1959-4929-becf-c27682dce96b,B000074,U00389,A0138,swiftfly.in,0
7fc52ddd-706a-493a-846b-4462017eecac,B000074,U00389,A0138,outlook.com,0
a143f172-555d-4b16-8b5d-4ba18094a15a,B000075,U00671,A0014,trashmail.net,1
5d80033f-7576-4ad6-883b-a7db4952d8c2,B000075,U00671,A0014,wingspan.sg,0
b33c5738-3362-46f3-96c2-e2cb694c9093,B000075,U00671,A0014,wingspan.sg,0
b266988a-c971-4f1b-9458-5bec9a724fec,B000076,U00006,A0165,transwings.com,0
860a52a6-f36c-4158-a00e-659f25e331dd,B000076,U00006,A0165,transwings.com,0
bb5fce05-0bde-4c80-8625-2361d057fe8e,B000076,U00006,A0165,icloud.com,0
fb21d149-7867-405b-a0fb-c45855095d1a,B000076,U00006,A0165,gmail.com,0
37a1c48f-6579-41a6-a462-690c49c71b7d,B000077,U00026,A0154,flyscope.ae,0
64f0404b-6367-45f0-95fd-36b18135c8a8,B000078,U00478,A0024,airnova.sg,0
8a11d1d3-e536-4820-b815-aa655679aafd,B000078,U00478,A0024,skypaths.uk,0
9982d9cb-bfb3-48de-a74f-dd0d76a58fc1,B000078,U00478,A0024,skypaths.uk,0
b16b46e0-cbdf-4ac9-bb39-81036f8adc1c,B000079,U00707,A0080,discard.email,1
23f12638-9ef8-49ec-b141-92314f46acff,B000080,U00348,A0158,travelmax.com,0
94fdb423-1aaa-4a32-aa11-2b3d43163c74,B000080,U00348,A0158,mail.com,0
427dbbf3-d2bc-4a32-87d0-447fca97d936,B000081,U00630,A0189,travelworks.sg,0
30b3f877-f14a-47cf-8850-b80282679ac2,B000081,U00630,A0189,travelworks.sg,0
634e0572-2141-4e04-ae1e-43c4fada7883,B000082,U00366,A0192,yahoo.com,0
dea34066-c870-422c-a6ee-23f7ab7dece3,B000083,U00450,A0015,discard.email,1
f5cbb781-3c67-41c0-8f15-dd60b1921517,B000084,U00532,A0160,tempmail.xyz,1
7e821aee-630c-4e93-95d6-9662e6261577,B000084,U00532,A0160,mailinator.com,1
451d4630-3ffd-472f-b9d4-727203acdf4c,B000084,U00532,A0160,aol.com,0
8b454090-9e7e-40f4-97c0-166feda408ab,B000084,U00532,A0160,sharklasers.com,1
5c455b0c-4dc8-4e84-b499-9683ed79fda7,B000085,U00651,A0164,trashmail.net,1
2514bcff-89be-4d2e-9f10-6df643661400,B000085,U00651,A0164,skybound.co,0
d8e3593c-31ae-4b8e-88e9-56bcfef36a35,B000085,U00651,A0164,skybound.co,0
47d15b54-cc91-4fbb-81a2-685d98142141,B000085,U00651,A0164,skybound.co,0
8d595804-7da8-45b0-872b-241e638cc203,B000085,U00651,A0164,icloud.com,0
62e354d3-9f78-4297-9477-ee897d7d6c59,B000086,U00317,A0147,airsync.in,0
bc939938-1bbd-44d0-a40f-8135edf05402,B000087,U00422,A0157,tempmail.xyz,1
63a290d6-893c-4b66-ac50-76fa6a3f2c83,B000087,U00422,A0157,protonmail.com,0
5e20bd80-849c-4b83-9158-c6e026381e7d,B000088,U00314,A0091,travease.ae,0
4ac455d1-a140-4789-99f0-05854b1c0349,B000088,U00314,A0091,yandex.com,0
ecba55af-568c-4f92-a816-eb47c466beed,B000088,U00314,A0091,travease.ae,0
429b98df-548a-4853-8c5a-6f0896533b69,B000088,U00314,A0091,travease.ae,0
a90a6486-d251-42c4-a0c2-8a8c3f9d36b4,B000088,U00314,A0091,travease.ae,0
4ca7c755-7c7f-4663-82a8-8a81b0779acc,B000089,U00112,A0047,guerrillamail.com,1
3fde1663-b85e-4dd5-bb97-10279fbe86e3,B000090,U00021,A0053,flydeals.com,0
15c0dcc5-7f75-444d-a944-679ffdeaff25,B000090,U00021,A0053,flydeals.com,0
46c71bb2-589d-4737-8b43-43b7f9b23b62,B000090,U00021,A0053,gmail.com,0
5f8b3910-bc29-4c72-89d5-8e49f0364c65,B000091,U00687,A0145,travelprime.com,0
799bd1c2-a86e-47aa-836e-c6326cb8b5db,B000091,U00687,A0145,travelprime.com,0
072810a3-7f9b-42b7-adf6-69992d0a8cad,B000092,U00211,A0187,icloud.com,0
acf7ecbe-22d1-45ef-9b00-58ce984b4e4b,B000092,U00211,A0187,aol.com,0
860c4aaa-f8f7-445d-a555-bf44c8f04f17,B000092,U00211,A0187,airsync.in,0
77af3067-afe0-4ccb-b4bb-e71efdd77078,B000092,U00211,A0187,protonmail.com,0
af222dce-79ca-48a0-83f1-b6bb28e1c165,B000092,U00211,A0187,zoho.com,0
74920bcd-6464-481c-849b-f4154bc0ac5f,B000092,U00211,A0187,airsync.in,0
02b96327-400b-43eb-bf5c-90017bd9f2c3,B000092,U00211,A0187,airsync.in,0
40fbb75e-2067-4291-a468-eaddc8a9fd1c,B000092,U00211,A0187,airsync.in,0
11fcc8e4-c4a5-4ebc-aaca-ad1c39af508e,B000092,U00211,A0187,airsync.in,0
4e9ef8bf-6c48-4933-a3f1-1c8c161bca33,B000093,U00570,A0062,flynext.sg,0
1837f53c-cd46-4c3d-9f40-07a702683cf6,B000093,U00570,A0062,flynext.sg,0
36ef1a3f-5d5c-43cf-899e-f0efff719f26,B000093,U00570,A0062,flynext.sg,0
5b2c79a3-c83e-4737-ab7a-7f1f6d484225,B000094,U00252,A0122,globeways.in,0
eb3ed8ae-cc6e-4519-a94a-595f126648e2,B000095,U00482,A0148,discard.email,1
de2eaee1-9825-44cf-8dfa-40ed849a22fe,B000096,U00135,A0187,airsync.in,0
53f5970d-1d42-47b5-a1df-ee1a31b0c05e,B000097,U00311,A0040,protonmail.com,0
